	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	Exclude	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
382	383	The Seventh Age On Stage: Representation Of Older Adults And Aging In U.S. Broadway And Off-Broadway Theater	2019	408	 10.1080/03601277.2019.1685736			192	45.0	11.0	645.0	Older personsâ€™ involvement in theater often focuses on health, educational, and therapeutic benefits. Though less examined, artistic depictions of aging help bridge gerontological and humanities approaches to this topic. Qualitative textual script analysis was used to analyze the representation of older adults in six plays produced on and off Broadway, 1991â€“2017. Traditional character constructions of age and older adults emergedâ€”frailty, fear, caregiving burdenâ€”with counternarratives of resilience, resistance, and self-reflexivity also present. Uncovered dyadic pairs (e.g. frailty/resistance) served as examples of the complexity of age portrayed on stage. From this dyadic tension present in the plays emerged a way to build upon and expand traditional, and often more limited, societal notions of aging. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)	https://www.proquest.com/scholarly-journals/seventh-age-on-stage-representation-older-adults/docview/2468702227/se-2?accountid=14902	2021-07-02 01:30:38	0	ProQuestallagingandcomplexityorcomplexandfrail_2021-06-23.xls		192	Educational Gerontology		408	weil,,joyce	weil,	joyce	Y	0.0	1.0	1.0	0.0
396	397	Health, Illness And Frailty In Old Age: A Phenomenological Exploration	2018	422	 10.1016/j.jaging.2018.10.002			410	47.0		24.0	The aim of this paper is to subject the clinical classification of frailty to scrutiny through exploring, via a phenomenological lens, the lived experiences of older people who meet the objective, or clinical, criteria of frailty. Drawing on a range of published research that explores the heterogeneous experiences of embodied ageing, the paper highlights the continuity of phenomenological structures of experience across successful ageing, normal ageing and frailty, suggesting the permeability and contestability of the boundaries between them and highlighting the complexity of health and illness in old age. Such data suggests a need to question the perception of frailty as something both apart from â€˜normalâ€™ ageing, and constitutive of frailed or failed ageing, and challenges the construction of the third age/fourth age polarity that underpins much of the meaning accorded to old age today. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)	https://www.proquest.com/scholarly-journals/health-illness-frailty-old-age-phenomenological/docview/2369522530/se-2?accountid=14902	2021-07-02 01:30:38	0	ProQuestallagingandcomplexityorcomplexandfrail_2021-06-23.xls		410	Journal of Aging Studies		422	pickard,,susan	pickard,	susan	Y	0.0	1.0	1.0	0.0
372	373	Politics, Diversity, And Minority Aging.	1991	398				303	15.0	4.0	47	"This article discusses factors that affect the participation of ethnic and racial minority elders in the political process, underscoring the heterogeneity of the minority elder population and stressing that policies must reflect that complexity. Older persons in the United States are a formidable political force, whether measured by registration and voting rates, proliferation of old-age organizations, or presence of silver-haired legislatures. But what about elderly members of minority populations?By most account, minority elders do not enjoy political visibility, are not a major component of the membership base making up the national aging organizations, and have limited electoral ability at the local and state level. The minority population is aging. The benefits of improved public health measures in this country and the increased longevity enjoyed by young immigrant groups mean that they, too, will see major increases in the proportion of persons considered senior citizens. In this country, those who are dependent upon social services must have effective political advocates and they must learn to maneuver through the social services system. Factors like the ""youth culture"" orientation from the early sixties, the coming of age of the minority baby boom generation, and the changes in families being experienced by minority communities have combined to erode the status of the respected elders in culturally diverse communities. The effects of assimilation and acculturation are important indicators in understanding the past and future potential of minority elders to be political players."	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=15906509&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	303	Generations		398	rivas,edgar.e	rivas	edgar.e	Y	0.0	1.0	1.0	0.0
353	354	Clinical Global Impression Of Change In Physical Frailty: Development Of A Measure Based On Clinical Judgment.	2004	377	10.1111/j.1532-5415.2004.52423.x			144	52.0	9.0	1560	To expand the ability to assess physical frailty by developing a Clinical Global Impression of Change in Physical Frailty (CGIC-PF) instrument. Qualitative and quantitative instrument development. Academic centers. Six expert panel members, 46 clinicians, 24 patients, and 12 caregivers. Literature review and structured group processes with experts, clinicians, and consumers were used to generate an initial list of domains and indicators. Structured interviews with clinical experts in the area of frailty were used to establish relevance and feasibility of measurement of domains. Interrater reliability was assessed through a Web-based study. Geriatricians pilot tested the feasibility of the baseline CGIC-PF with 10 patients. The CGIC-PF includes six intrinsic domains (mobility, balance, strength, endurance, nutrition, and neuromotor performance) and seven consequences domains (medical complexity, healthcare utilization, appearance, self-perceived health, activities of daily living, emotional status, and social status). Each domain has two to four clinical indicators. Change is scored on a 7-point scale from markedly worse to markedly improved. Average interrater reliability of the CGIC-PF for the Web-based cases was 0.97. Geriatricians completed a baseline CGIC-PF on their own patients in 10 minutes or less. The CGIC-PF is a structured assessment of change in physical frailty with defined content and process. It has strong face validity, reliability, and feasibility for use in clinical research. It may be useful as one criterion of change and as an anchor for change in other measures.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=14161231&site=ehost-live	2021-07-02 01:29:56	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	144	Journal of the American Geriatrics Society		377	studenski,stephanie	studenski	stephanie	Y	0.0	1.0	1.0	0.0
355	356	Editorial The Complexity Of Managing Pain For Frail Elders.	2004	379	10.1111/j.1532-5415.2004.52228.x			144	52.0	5.0	840	Focuses on the complexity of managing pain for frail elders in the U.S.  Evaluation of the quality of care provided to community-dwelling elders with chronic pain; Percentage of elders who were prescribed of treating pain with nonsteroidal antiinflammatory drugs; Quantification of pain severity in nonverbal cognitively impaired elders.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=12767178&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	144	Journal of the American Geriatrics Society		379	feldt,karen.s	feldt	karen.s	Y	1.0	1.0	1.0	1.0
357	358	Use Of Cell Phones By Elders With Impairments: Overall Appraisal, Satisfaction, And Suggestions.	2004	381				381	16.0	1.0	49	Through the Rehabilitation Engineering Research Center on Technology for Successful Aging (RERC-Tech-Aging) elder perspectives on cell phone designs and features were explored. Six-hundred and sixty-five participants (596 elders with disabilities, 69 adults with disabilities) from Northern Florida, Southern California, and Western New York were surveyed through face-to-face interviews, phone interviews, or mailed surveys. The survey addressed satisfaction, importance, frequency of use, methods for learning, barriers to use, views on features, and ways the cell phone had helped. The majority of elders (60%) valued their cell phone, and a large proportion (87%) use the cell phone for emergencies. Only one third of elders reported using their cell phone daily. Suggestions for improving phone design included increasing button size (50% of subjects), increasing display size (29% of subjects), increasing overall size of the cell phone (24% subjects), and decreasing the complexity of the phone.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=13857294&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	381	Technology & Disability		381	mann,william.c	mann	william.c	Y	0.0	1.0	1.0	0.0
359	360	Using Information Technology To Improve The Health Care Of Older Adults.	2003	384	10.7326/0003-4819-139-5_Part_2-200309021-00010			247	139.0	5.0	430	The high burden of illness and frailty common among our growing population of older adults often results in fragmentation of care across providers and health care systems, increasing the complexity and costs of caring for these patients. Information technology offers one way to meet this challenge. Scientists at the Regenstrief Institute have more than a quarter-century of experience in using medical informatics to support clinicians in the day-to-day care of older adults. Their research has progressed through several evolutionary cycles, beginning with the acquisition of relevant data and moving to studies of the most efficient and effective mechanisms that bring information to bear at the time of clinical decision making. Information technology designed with the input of the end user has the greatest promise of changing provider behavior because it balances technological challenges with the cultural context of the practice environment. One topic of active research is information technology to support transitions of care among sites and providers. These transitions place older adults at increased risk for avoidable illness, death, and health care costs. Information systems that improve communication among providers during these transitions have the potential to improve safety and reduce costs.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=10802937&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	247	Annals of Internal Medicine		384	weiner,michael	weiner	michael	Y	0.0	1.0	1.0	0.0
365	366	Evaluation Of An Inter-Organizational Prevention Program Against Injuries Among The Elderly In A Who Safe Community.	2001	391	10.1016/S0033-3506(01)00468-1			391	115.0	5.0	308	The aim of the study was to evaluate the outcome of a participatory community-based prevention program against injuries among the elderly. A population-based quasi-experimental design was used with pre- and post-implementation measurements in an intervention and a control area. The program was based on cross-sectoral participation in detecting and taking action against injuries among the elderly. Change in the relative risk of injury was estimated by the odds ratio. Morbidity in moderately (AIS 2) severe injury in the study area was reduced from 46 per 1000 population years to 25 per 1000 population years (odds ratio 0.55; 95% confidence interval 0.46â€“0.65), while the minor (AIS 1) injuries increased (odds ratio 1.55; 95% confidence interval 1.21â€“1.91). The risk of severe or fatal (AIS 3â€“6) injuries remained constant. In the study area, only a slight decrease in the total morbidity rate was observed (odds ratio 0.87; 95% confidence interval 0.77â€“0.99). In the control area, there was no evident change in the total morbidity rates. Falls decreased or showed a tendency to decrease in the age groups 65 to 79-y-old in the study area, while they increased in the older age group. The results indicate that no sharp boundaries should be drawn between safety education, physical conditioning, environmental adjustments and secondary prevention measures when planning safety promotion among the elderly. Future studies should address these issues along with the methodological complexity associated with assessment of participatory community-based safety promotion programs.Public Health (2001) 115, 308â€“316.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=8910271&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	391	Public Health (Nature)		391	lindqvist,k	lindqvist	k	Y	0.0	1.0	1.0	0.0
369	370	Kinds Of Love By May Sarton: A Theoretical Framework For Educating Gerontologists.	1999	395	10.1080/036012799267765			192	25.0	4.0	317	Using Kinds of Love by May Sarton in gerontology classes as a text for studying human development affords an opportunity to explore theory and research on aging. The story takes place in a small New England town through one year: fall to summer. The plot involves daily events in the lives of several characters who represent various ages and psychosocial development. The tasks of adolescence, middle age, and old age are eloquently described in the motivation and experience of Sarton's characters. Youth, middle - aged, and elders play out their lives, but it is the elder characters who represent the richest opportunity to examine the struggle for integrity, inner life, gender shift, and meaning. As a text for the study of gerontology from a human development perspective, Kinds of Love demonstrates the sweep of growth and change that are made up in intricate day - to - day tasks, decisions, and quiet ruminations. The narrative, complexity of characters, and environmental context illuminate an array of developmental movements. When analyzed within Eriksonian, constructive developmental, and relational frameworks, the novel allows readers to study the nature of human change over time. This article explores psychosocial theory and research which are found in classroom reading of Kinds of Love by May Sarton.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=2015315&site=ehost-live	2021-07-02 01:29:57	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	192	Educational Gerontology		395	wolf,mary.alice	wolf	mary.alice	Y	0.0	1.0	1.0	0.0
366	367	Satisfaction With The Care-Managed Support Of Older People: An Empirical Analysis.	2001	392	10.1046/j.1365-2524.2001.00280.x			18	9.0	1.0	31	Modernising Social Services requires the use of satisfaction surveys in  monitoring some key aspects of quality of provision, including user/carer  perceptions and experiences of services and involvement of users/carers  in assessment and review. Using data from the study Evaluating  Community Care for Elderly People (ECCEP), of physically and/or  mentally frail community-based older people in England and Wales  receiving community care services, this investigation examines three  crucial aspects of user satisfaction. The measures were: initial satisfaction  with the assessment process and help provided by social services; also  two measures obtained from a six month follow-up, namely satisfaction  with service levels and with the experience of social services. Examination  of overall satisfaction levels provided only a partial picture, due to their  association with both user characteristics and the effect of life satisfaction.  This association was therefore examined firstly by considering each  characteristic separately and secondly by modelling the presence of each  satisfaction measure in terms of those characteristics having a significant  effect, using logistic regression. Arthritis, loneliness, problems keeping  warm and an inner city location were all characteristics associated with  reduced satisfaction, while most resource inputs, including social work  involvement, were positively related to satisfaction. General life satisfaction  was also associated with increased satisfaction levels. The role of life  satisfaction as a predictor was further investigated through examining its  dependence on case characteristics. While older users were more frequently  satisfied with life, those with greater functional impairment and below  average self-perceived health reported lower life satisfaction. Findings from  this study highlight the complexity of interpreting satisfaction data and  suggest that those responsible for designing and conducting surveys need  to...	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=5895144&site=ehost-live	2021-07-02 01:29:57	1	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	18	Health & Social Care in the Community	1.0	392	chesterman,john	chesterman	john		0.0	1.0	1.0	0.0
298	299	Self-Reported Aging-Related Fatigue: A Concept Description And Its Relevance To Physical Therapist Practice.	2013	314	10.2522/ptj.20130011			281	93.0	10.0	1403	"Fatigue is one of the most common symptoms experienced by older people, both with and without chronic disease. It is unpleasant and distressing and can affect functioning and quality of life. Fatigue also may inhibit an older person from participating optimally in a physical therapy program aimed at rehabilitation or the promotion of better health. However, confusion surrounds the concept of self-reported aging-related fatigue, not only because of the complexity of the problem itself but also because of lack of clarity of definition and the use of the term ""fatigue"" to describe a range of different concepts. This article aims to provide clarification of the concept in the context of physical therapist clinical practice. The intention is to increase awareness of the issue among physical therapists, promoting their assessment and consideration of the problem when planning health interventions involving functioning, physical activity, and exercise for older people."	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=90533177&site=ehost-live	2021-07-02 01:29:55	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	281	Physical Therapy		314	egerton,thorlene	egerton	thorlene	Y	0.0	1.0	1.0	0.0
235	236	Gender Differences In The Incidence And Determinants Of Components Of The Frailty Phenotype Among Older Adults: Findings From The Sabe Study.	2018	242	10.1177/0898264316671228			242	30.0	2.0	190	Objective: To analyze gender differences in incidence and determinants of the components of the frailty phenotype. Method: A total of 1,413 older adults were selected in 2006. To estimate the incidence of each frailty component, only individuals who did not exhibit a given component at baseline (independently of the presence of other components) were included in the study. The variables of interest were socioeconomic, behavioral, clinical, anthropometric factors and physical performance. The incidence of each component in 2010 was the outcome. Results: Unintentional weight loss and slowness were more incident in men up to 74 years of age. The other frailty components were more incident in women at all age groups, except weakness. Besides age, the determinants of incidence of the components of frailty were different between genders. Discussion: Strategies for preventing or delaying the installation of frailty need to address gender differences, considering the greater complexity in the network determinants among women.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=127118166&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	242	Journal of Aging & Health		242	alexandre,tiago.da.s	alexandre	tiago.da.s	Y	0.0	1.0	1.0	0.0
236	237	Multimorbidity: Will It Stand The Test Of Time?	2018	243	10.1093/ageing/afx159			161	47.0	1.0	6	The concept of multimorbidity has risen in popularity over the past few years. Its use has led to, or coincided with, an increased recognition that patients often have more than one health problem which should not be treated in isolation. The motivation for more holistic, person-centred care that lies behind multimorbidity is to be welcomed. The 2016 National Institute for Health and Care Excellence multimorbidity management guideline helpfully makes recommendations in key areas that are important in the care of patients with complicated medical problems. However, we question the sustainability of the term for the following four reasons: (i) it is doctor and researcher centred rather than patient centred, focusing upon the number of diagnoses rather than the patient's lived experience, (ii) it is not a positive term for patients and is at odds with the move towards promoting active and healthy ageing, (iii) its non-specific nature means it holds little value in daily clinical practice and (iv) most definitions apply to a large segment of the population making it of limited use for health care planners. We argue that the complementary concepts of complexity and frailty would fit better with the delivery of patient centred care for people with multiple co-existing health problems and would be more useful to clinicians, commissioners and researchers.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=127189162&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		243	ford,joanna.c	ford	joanna.c	Y	0.0	1.0	1.0	0.0
237	238	Simple Method Of Screening For Frailty In Older Adults Using A Chronometer And Tape Measure In Clinic.	2018	244	10.1111/jgs.15204			144	66.0	1.0	157	Objectives: Detecting frailty in older adults scheduled for surgery is important to predict the occurrence of adverse outcomes, but because of its complexity, frailty screening is not commonly performed. The objective of the current study was to assess whether frailty can be screened for using automatically measured usual gait speed (UGS) and midâ€arm circumference (MAC) in the outpatient clinic. Design: Prospective, crossâ€sectional study. Setting: Geriatric center of a tertiary hospital. Participants: Outpatients aged 65 and older (N = 113). Measurements: Frailty status was evaluated according to a multidimensional frailty score (MFS) using a comprehensive geriatric assessment, and participants were classified into 5 categories. UGS was evaluated by having participants walk through the clinic using an automated laserâ€gated chronometer. MAC was recorded using a tape measure on a blood pressure cuff. Correlations between these two physical measurements and MFS were assessed. Results: The mean age of the 93 participants who successfully underwent UGS evaluation was 75.8 Â± 4.7; 35 were male. In this population, the mean Charlson Comorbidity Index was 2.2 Â± 1.4, mean MFS was 4.1 Â± 2.0, and 20 participants were considered to be at high risk of experiencing adverse outcomes. Mean UGS was 0.75 Â± 0.16 m/s, and mean MAC was 31.2 Â± 1.9 cm); both physical parameters were correlated with MFS (UGS: standardized beta = âˆ’0.420, <italic>P</italic> < .001; MAC: standardized beta = âˆ’0.457, <italic>P</italic> < .001). Using UGS and MFS, the area under curve of receiver operating curve for determining which participants were at high risk of experiencing adverse outcomes was 0.809 (<italic>P</italic> < .001). Conclusion: UGS and MAC are viable methods of clinically screening for frailty.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=127501174&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	144	Journal of the American Geriatrics Society		244	jung,heeâ€won	jung	heeâ€won	Y	0.0	1.0	1.0	0.0
249	250	Biological Aging And The Future Of Geriatric Psychiatry.	2017	256	10.1093/gerona/glw241			210	72.0	3.0	343	Advances in understanding the biological bases of aging have intellectually revitalized the field of geriatric psychiatry and broadened its scope to include promoting successful aging and studying resilience factors in older adults. To describe the process by which this paradigm shift has occurred and illustrate its implications for treatment and research of late-life brain disorders, late-life depression is discussed as a prototype case. Prior phases of geriatric psychiatry research were focused on achieving depressive symptom relief, outlining pharmacokinetic and pharmacodynamic differences between older and younger adults, and identifying moderators of treatment response. Building on this work, current geriatric psychiatry researchers have begun to disentangle the etiologic complexity in late-life depression by focusing on the causative aging-related processes involved, identifying both neurobiological and behavioral intermediates, and finally delineating depression subtypes that are distinguishable by their underlying biology and the treatment approach required. In this review, we discuss several age-related processes that are critical to the development of late-life mood disorders, outline implications of these processes for the clinical evaluation and management of later-life psychiatric disorders, and finally put forth suggestions for better integrating aging and developmental processes into the National Institute of Mental Health's Research Domain Criteria.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=121304393&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	210	Journals of Gerontology Series A: Biological Sciences & Medical Sciences		256	rutherford,bret.r	rutherford	bret.r	Y	0.0	1.0	1.0	0.0
256	257	Perspectives On The Etiology Of Violence In Later Life.	2016	264	10.1177/0886260515584338			264	31.0	18.0	3039	This article focuses on the development of a conceptual framework for explaining the etiology of violence in later life by various groups involved in the field of elder abuse. In this study, we explore this through eight focus groups with different professionals involved in the field of elder abuse and older persons themselves and in interviews with 35 experts in the field. Our findings show that dependency, vulnerability, power and control, social isolation, stress, and care burden play a central role in their explanations for the occurrence of violence in later life. The role of a history of violence in violence in later life is equivocal. The complexity and ambiguity of dependency and vulnerability, the notion of mutual dependency, and diverse attitudes and expectations toward them that arise with the aging process are distinct features of violence in later life that were found.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=118518656&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	264	Journal of Interpersonal Violence		264	mysyuk,yuliya	mysyuk	yuliya	Y	0.0	1.0	1.0	0.0
232	233	Geriatric Oral And Maxillofacial Dysfunctions In The Context Of Geriatric Syndrome.	2018	239	10.1111/odi.12647			239	24.0	3.0	317	Objectives: To propose the application of the concept of geriatric syndrome for common geriatric oral and maxillofacial dysfunctions and to suggest the necessity of developing effective evaluation methods for oral and maxillofacial frailty. Design: The concepts of frailty and geriatric syndrome based on multiâ€morbidity and polypharmacy were applied to five common geriatric oral medicinal dysfunctional problems: salivary gland hypofunction (dry mouth), chronic oral mucosal pain disorders (burning mouth symptoms), taste disorders (taste disturbances), swallowing disorders (dysphagia), and oral and maxillofacial movement disorders (oromandibular dyskinesia and dystonia). Results: Each of the dysfunctions is caused by various kinds of diseases and/or conditions and medications, thus the concept of geriatric syndrome could be applied. These dysfunctions, suggested as components of oral and maxillofacial geriatric syndrome, are associated and interacted with each other in a complexity of vicious cycle. The resulting functional impairments caused by this syndrome can cause oral and maxillofacial frailty. Conclusions: Geriatric oral and maxillofacial dysfunctions could be better appreciated in the context of geriatric syndrome. The development of effective methods for evaluating the severity of these dysfunctions and the resulting frailty is essential.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=128483337&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	239	Oral Diseases		239	nam,y	nam	y	Y	0.0	1.0	1.0	0.0
219	220	An International Perspective On Chronic Multimorbidity: Approaching The Elephant In The Room.	2018	225	10.1093/gerona/glx178			210	73.0	10.0	1350	Multimorbidity is a common and burdensome condition that may affect quality of life, increase medical needs, and make people live more years of life with disability. Negative outcomes related to multimorbidity occur beyond what we would expect from the summed effect of single conditions, as chronic diseases interact with each other, mutually enhancing their negative effects, and eventually leading to new clinical phenotypes. Moreover, multimorbidity mirrors an accelerated global susceptibility and a loss of resilience, which are both hallmarks of aging. Due to the complexity of its assessment and definition, and the lack of clear evidence steering its management, multimorbidity represents one of the main current challenges for clinicians, researchers, and policymakers. The authors of this article recently reflected on these issues during two twin international symposia at the 2016 European Union Geriatric Medicine Society (EUGMS) meeting in Lisbon, Portugal, and the 2016 Gerontological Society of America (GSA) meeting in New Orleans, USA. The present work summarizes the most relevant aspects related to multimorbidity, with the ultimate goal to identify knowledge gaps and suggest future directions to approach this condition.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=131785319&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	210	Journals of Gerontology Series A: Biological Sciences & Medical Sciences		225	vetrano,davide.l	vetrano	davide.l	Y	0.0	1.0	1.0	0.0
216	217	Tools For Deprescribing In Frail Older Persons And Those With Limited Life Expectancy: A Systematic Review.	2019	221	10.1111/jgs.15616			144	67.0	1.0	172	OBJECTIVES To summarize available tools that can assist clinicians in identifying and reducing or stopping (deprescribing) potentially inappropriate medications and that specifically consider frailty or limited life expectancy. DESIGN Systematic review and narrative synthesis. SETTING We searched MEDLINE (via Ovid SP), EMBASE (via Ovid SP), and CINAHL from inception to December 2017, along with grey literature. We included articles that described a tool to guide deprescribing of medications. PARTICIPANTS Frail older persons and older persons with limited life expectancy. MEASUREMENTS Narrative description of tools. RESULTS: We identified 15 tools and organized them into three main categories: tools (n = 2) that described a model or framework for approaching deprescribing, tools (n = 9) that outlined a deprescribing approach for the entire medication list, and tools (n = 4) that provided medicationâ€specific advice. The complexity of the tools ranged from simple lists to detailed, stepâ€wise protocols. The development methodology varied widely, and the methods used to synthesize the tools were generally not well described. Most tools were based on expert opinion. Only four of the 15 tools have been tested in clinical practice (in very lowâ€quality studies). CONCLUSION: Tools exist to help clinicians deprescribe in frail older persons and those with limited life expectancy. These tools may assist clinicians at various stages in the deprescribing process. However, it remains to be investigated whether use of such tools in practice is likely to improve clinical outcomes or reduce inappropriate medication use. J Am Geriatr Soc 67:172â€“180, 2019.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=133988350&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	144	Journal of the American Geriatrics Society		221	thompson,wade	thompson	wade	Y	0.0	1.0	1.0	0.0
218	219	Spousal Caregivers' Experiences Of Participation In Everyday Life When Living In Shifting Contexts.	2018	224	10.1080/11038128.2017.1337810			224	25.0	6.0	457	Background: To promote health and well-being, and to meet the desires of the growing elderly population to age in place, elderly spousal caregivers need adequate support such as respite care services. More knowledge is needed about elderly spousal caregivers' experiences in relation to participation, which is an aspect of health that remains relatively unexplored for this group. Aim: To explore and describe how elderly spousal caregivers experience and discuss participation in everyday life when living in shifting contexts due to the use of respite care. Method: A grounded theory approach was used during data generation and analysis, which involved repeated focus group interviews with 12 spousal caregivers. Results: Complexity and ambiguity was understood to imbue participation in everyday life. Being in charge of everyday life was challenging for spousal caregivers, and created a need for personal time. Respite care and home care service gave them time, although when interacting with social contexts other issues arose that influenced their own recovery. Conclusions: A holistic 'situation centered' approach that focuses on the elderly couple's life story and needs might capture a wider perspective and enable adequate support that influences their health, well-being, and participation in everyday life.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=134622354&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	224	Scandinavian Journal of Occupational Therapy		224	riekkola,carabante.jenni	riekkola	carabante.jenni	Y	0.0	1.0	1.0	0.0
226	227	Frailty And Resilience As Outcome Measures In Clinical Trials And Geriatric Care: Are We Getting Any Closer?	2018	233	10.1111/jgs.15441			144	66.0	8.0	1451	The article discusses research on the measurement of frailty and resilience in geriatric medicine. Topics include the notion of complexity in the human body in relation to bridge engineering, the lack of clinical trials using physical frailty and resilience as measures, and the design of clinical trials that can measure frailty.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=131719273&site=ehost-live	2021-07-02 01:29:54	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	144	Journal of the American Geriatrics Society		233	kuchel,george.a	kuchel	george.a	Y	0.0	1.0	1.0	0.0
