NCBI_ID,Journal,Publishers,Country_of_Publication,Language,Description,eISSN,ISSN,Year_1st_Published,Journal_URL
9309428,Nursing dynamics,Baxter Healthcare,United States,eng," Description based on: Vol. 1, no. 3 (Dec. 1992); title from cover.",,,1992,
8404213,Nursing economic$,"Anthony J. Jannetti, Inc.",United States,eng, Title from cover.,,0746-1739,1983,
19230370R,Nursing education monographs,"Dept. of Nursing Education, Teachers College, Columbia Univ.",United States,eng, Ceased numbering with no. 4 (1963).,,0078-2831,1962,
101140025,Nursing education perspectives,National League for Nursing,United States,eng, Title from cover.,,1536-5026,2002,
8812203,Nursing educators microworld,"Diskovery, Computer-Assisted Healthcare Education",United States,eng," Description based on: Vol. 1, no. 5 (June/July 1987); title from caption.",,0893-1356,1987,
9433357,Nursing ethics,SAGE Publications,England,eng," Title from cover. In English, with abstracts in English, French, and German.",1477-0989,0969-7330,1994,http://nej.sagepub.com/content/by/year
8000188,Nursing focus,Newbourne Group,England,eng,,,0144-4069,1979,
101304602,Nursing for women's health,New York,United States,eng," Title from cover. Latest issue consulted: Vol. 11, no. 2 (Apr./May 2007). Published on behalf of: the Association of Women's Health, Obstetric, and Neonatal Nurses (AWHONN).",1751-486X,1751-4851,2007,http://www.sciencedirect.com/science/journal/17514851
0401006,Nursing forum,Wiley,United States,eng,,1744-6198,0029-6473,1961,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-6198
7508031,Nursing forum,Nurses Reform Association Of New Zealand,New Zealand,eng, Official voice of the Nurses' Reform Association of New Zealand.,,0110-0890,1973,
8107256,Nursing & health care : official publication of the National League for Nursing,National League For Nursing,United States,eng," Title from cover. Published: New York : National League for Nursing,   -1994.",,0276-5284,1980,
9808649,Nursing in critical care,Wiley,England,eng," Description based on: Vol. 1, no. 4 (July/Aug. 1996); title from cover. Print issues ceased with v. 25 (2020).",1478-5153,1362-1017,1996,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-5153
9505881,Nursing inquiry,Wiley,Australia,eng, Title from cover. Print issues ceased with v. 19 (2012) Vol. 1 complete in one issue.,1440-1800,1320-7881,1994,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1800
7906917,Nursing journal,"Univ. of Sto. Tomas, College of Nursing.",Philippines,eng, Supersedes Santo Tomas nursing journal.,,,1978,
0376403,The Nursing journal of India,Trained Nurses Association of India,India,eng, Official organ of the Trained Nurses Association of India.,,0029-6503,1912,
0411330,The Nursing journal of Singapore,Singapore Trained Nurses Association,Singapore,eng," Continues Berita jururawat, and is called also Berita jururawat. Official publication of the Singapore Trained Nurses' Association.",,0067-5814,1972,
8005047,Nursing law & ethics,American Society of Law & Medicine],United States,eng," Merged with: Medicolegal news, to form: Law, medicine & health care.",,0270-6636,1980,
100936959,Nursing law's Regan report,Medica Press,United States,eng, Title from caption.,,1528-848X,2000,
7905038,Nursing leadership,Slack.,United States,eng,,,0164-7865,1978,
101470760,"Nursing leadership (Toronto, Ont.)",Longwoods Pub. Corp. [for the] Academy of Canadian Executive Nurses,Canada,eng," Title from cover. ""Leadership in nursing management, practice, education and research"". Latest issue consulted: Vol. 20, no. 4 (2007).",,1910-622X,2003,http://www.longwoods.com/home.php?cat=252
9503422,Nursing leadership forum,Springer Pub. Co.,United States,eng, Title from cover.,,1076-1632,1995,
9433248,"Nursing management (Harrow, London, England : 1994)",RCNi,England,eng, Title from cover.,2047-8976,1354-5760,1994,http://journals.rcni.com/journal/nm
8219243,Nursing management,Springhouse Corporation,United States,eng," Description based on: v. 12, no. 10 (Oct. 1981) ; title from cover. Place of publication varies. Accompanying supplements also have distinctive titles. Beginning with Feb. 1999 issue absorbed: Recruitment, retention & restructuring report, which be included quarterly.",1538-8670,0744-6314,1981,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006247-000000000-00000
7708429,Nursing mirror,Oakfield House,England,eng," Formed by the union of: Nursing mirror and midwives journal, and: Queen's nursing journal. Absorbed by Nursing times, Nov. 13-19, 1985.",,0029-6511,1977,
7708428,Nursing mirror and midwives journal,IPC Specialist and Professional Press [etc.],England,eng," Vol. 144, no. 1 never published. Issues for 1888-Apr. 8, 1966 called also no. 1-3170. Merged with:  Queen's nursing journal, to form: Nursing mirror.",,0143-2524,1888,
7905824,Nursing Montréal,Corporation Des Infirmieres Et Infirmieres De La Region De Montreal,Canada,eng, Text in English and French.,,0710-6157,1976,
9313253,Nursing New Zealand,New Zealand Nurses Organisation,New Zealand,eng," Issues for June 1993-   include Nursing education update, v. 2, no. 2- . Description based on: Vol. 1, no. 2 (May 1993); title from cover. Official journal of the New Zealand Nurses' Organisation. Formed by the union of: New Zealand nursing journal; and: NZNU news. Continued by a publication with the same title published vol. 1 (Feb. 1995)- .",,1172-1979,1993,
9507374,"Nursing New Zealand (Wellington, N.Z. : 1995)",New Zealand Nurses' Organisation,New Zealand,eng, Official journal of the New Zealand Nurses' Organisation. Continues a journal with the same title published vols. 1-2 (Apr. 1993-Dec./Jan 1994/95).,,1173-2032,1995,
16410070R,Nursing news,Connecticut Nurses Association,United States,eng, Official bulletin of the Connecticut State Nurses' Assn. Continues Connecticut nursing news.,,0029-652X,1953,
0061156,Nursing news,New Hampshire Nurses' Association,United States,eng," Issue for May 2000- called: Vol. 24, no. 2- Many issues are misnumbered or have duplicative numbering.",,0029-6538,1952,
101084156,Nursing older people,RCNi,England,eng, Title from cover.,2047-8941,1472-0795,2000,http://journals.rcni.com/journal/nop
7609832,Nursing papers. Perspectives en nursing,"School of Nursing, McGill University.",Canada,eng," Articles in English, 1969-summer 1975; some text in French, fall 1975-1987.",,0318-1006,1969,
8508166,"Nursing practice (Edinburgh, Scotland)",Scutari Publications,England,eng," Quarterly. Imprint varies. Produced in association with: Nursing standard, 1989?- . Vol. 1 published 1985-1986; issued without v. numbering as a section of Nursing times, 1986-1988?; v. 3-   published 1989- . Vol. 1, no. 2-   lack date designation. Official journal of: the Society for Nurses in Advanced Practice, 1985-1986.",,0266-6146,1985,
9212162,Nursing praxis in New Zealand inc,Nursing Praxis in New Zealand Inc.,New Zealand,eng," Three issues per year. Description based on: Vol. 6, no. 1 (Nov. 1990); title from cover.",,0112-7438,1985,
9209917,Nursing quality connection,Mosby-Year Book,United States,eng," Bimonthly. Title from caption. Issues for Jan./Feb. 1992?-   are also numbered v. 1, issue 4- .",,1055-6818,1991,
7908787,Nursing Québec,Ordre des infirmières et infirmiers du Québec.,Canada,eng, Text in French and English. Official journal of the Ordre des infirmières et infirmiers du Québec. Supersedes Notes et nouvelles de l'Ordre des infirmières et infirmiers du Québec.,,0381-6419,1976,
0100153,Nursing Research Conference,American Nurses Association,United States,eng," Supported by the Division of Nursing, U. S. Public Health Service under Grant no. NU-00132-01, etc.",,,1965,
0101770,Nursing research report,American Nurses Foundation,United States,eng,,,0044-7781,1966,
8703817,Nursing RSA = Verpleging RSA,Juta & Co. Ltd.,South Africa,afr, Title from cover. Articles in English and Afrikaans with summaries in the other language. Scientific journal of the South African Nursing Association.,,0258-1647,1986,
2984807R,Nursing science,,United States,eng,,,,1963,
8805022,Nursing science quarterly,Sage Publications,United States,eng, Title from cover. Place of publication varies.,1552-7409,0894-3184,1988,http://nsq.sagepub.com/archive/
9421079,Nursing spectrum (D.C./Baltimore metro ed.),Nursing Spectrum,United States,eng," Description based on: Vol. 3, no. 1 (Jan. 4, 1993); title from cover. Latest issue consulted: Vol. 14, no. 19 (Sept. 20, 2004). ""The ultimate career guide - for RNs, by RNs."" Some vols. have ed. statement:  Washington, DC/Baltimore metro ed or Washington, DC/Baltimore ed. Place of publication varies. Numerous editions.",,1098-9153,1991,
9892046,Nursing spectrum (Illinois ed.),Nursing Spectrum,United States,eng, Title from cover. Vols. for <2001>- called Greater Chicago/Tri-state ed. Numerous editions.,,2150-9999,1988,
9892047,Nursing spectrum (New England ed.),Nursing Spectrum,United States,eng," Description based on: Vol. 5, no. 2 (Jan. 22, 2001); title from cover. Issues also in other regional editions: Washington, DC/Baltimore metro ed., Florida ed., Greater New York Metro ed., Greater Philadelphia/Tri-State ed., Illinois ed., and Greater New York/New Jersey Metro ed.",,1557-8038,19uu,
9892045,Nursing spectrum (Greater Philadelphia/Tri-state ed.),Nursing Spectrum,United States,eng," Published: Hoffman Estates, Ill. : Nursing Spectrum, <2001-> Description based on: Vol. 3, no. 2 (Jan. 24, 1994); title from cover. Numerous editions.",,1074-858X,19uu,
9892043,Nursing spectrum (Florida ed.),Nursing Spectrum,United States,eng," Published: Hoffman Estates, IL : Nursing Spectrum, <2001-> Description based on: Vol. 4, no. 13 (June 27, 1994); title from cover. Numerous editions.",,1077-7946,19uu,
9214493,Nursing staff development insider,Mosby-Year Book,United States,eng," Bimonthly. Description based on: Vol. 1, issue 2 (Mar./Apr. 1992); title from caption.",,1057-8323,1992,
9012906,Nursing standard (Royal College of Nursing (Great Britain) : 1987),RCNi,England,eng," Title from cover. Has numbered supplement: Nursing standard (Royal College of Nursing (Great Britain) : 1987).  Special supplement, Sept. 24, 1988- . Has supplement: Emergency nurse, Mar. 25, 1992- . Some issues have supplement with title: RCN nursing update, 1992- Some issues for 1992?-1995 have special sections with distinctive titles such as:  AIDS focus, Cardiology update, Tissue viability, etc., which are included in the pagination of the issue. Issue for week ending Sept. 12, 1987 lacks numbering but constitutes v. 1, issue 1. Vol. 1 complete in 3 issues, Sept. 12-Sept. 23, 1987; v. 2 begins with week ending Oct. 3, 1987. Unnumbered supplements accompany some issues. Published for the Royal College of Nursing. Absorbed: Tradimus.",2047-9018,0029-6570,1987,http://journals.rcni.com/loi/ns
8508427,Nursing standard : official newspaper of the Royal College of Nursing,"The College,   -[1987].",England,eng," Description based on: No. 346 (May 10, 1984); title from caption. Some issues accompanied by unnumbered special supplements; some issues have special supplements bound inside.",,,1984,
9012905,Nursing standard (Royal College of Nursing (Great Britain) : 1987). Special supplement,Scutari Publications For The Society For Tissue Viability,England,eng," Quarterly. Title from cover. Issue for week ending Sept. 24, 1988 has no numbering but constitutes 1. Supplement to: Nursing standard (Royal College of Nursing (Great Britain) : 1987).",,0963-522X,1988,
8410115,Nursing success today,Slack Inc.,United States,eng, Title from cover.,,0743-6726,1984,
9002004,"Nursing the elderly : in hospital, homes and the community",Hamilton Press,England,eng, Ten issues yearly. Title from cover.,,0956-8115,1989,
0423236,Nursing times,Macmillian Journals,England,eng," Part of title on microfilm. Issues for May 6, 1905-Dec. 25, 1943 called no.1-2017. Issues for Jan. 4, 1968-    include a section called: Occasional papers. Issues for 1985?-    include single issues of various publications. Bound with v. 73, no. 32-v. 74, no.6: Community outlook, Aug. 1977-Feb. 1978. Some vols. include supplement with title: NT plus. Official journal of the College of Nursing, 1916-July 1, 1939; of the Royal College of Nursing, July 8, 1939-May 10, 1963; for the Royal College of Nursing and National Council of Nurses of the United Kingdom, May 17, 1963-Dec. 27, 1967.",,0954-7762,1905,
100890994,Nursing times. Nursing homes,Emap Healthcare,England,eng, Title from cover. At head of title: NT.,,,1999,
8809326,NursingConnections,"Division of Nursing, Washington Hospital Center",United States,eng," Description based on: Vol. 1, no. 2 (summer 1988); title from cover.",,0895-2809,1988,
8208357,NursingLife,Intermed Communications,United States,eng, Title from cover.,,0279-3091,1981,
7612820,NYSSNTA journal,New York State School Nurse-Teachers Assn,United States,eng, Official publication of the New York State School Nurse-Teachers Association. Continues Journal - New York State School Nurse-Teachers Association. Continued by The Journal of the New York State Nurse Teachers Association.,,0145-3300,1975,
9881881,Occupational Health,,New Zealand,eng,,,,1967,
0021263,Occupational health; a journal for occupational health nurses,Royal College Of Nursing And National Council Of Nurses Of The United Kingdom,England,eng, Issued by the Occupational Health Section of the Royal College of Nursing and National Council of Nurses of the United Kingdom.,,0029-7917,1963,
0254561,The Occupational health nurse,,New Zealand,eng,,,,1967,
0200443,Occupational health nursing,Charles B Slack,United States,eng," Official journal of the American Association of Industrial Nurses, Mar. 1969-   ; of the American Association of Occupational Health Nurses, Dec. 1985.",,0029-7933,1969,
9815867,Official journal of the Canadian Association of Critical Care Nurses,Pappin Communications,Canada,eng," Description based on: Vol. 5, no. 3 (fall 1994); title from cover.",,1201-2580,1990,
19330290R,Ohio nurses review,Ohio State Nurses' Association.,United States,eng," Indexes --Vols. 1-25, Mar. 1926-Oct. 1950. Continues Ohio State Nurses' Association.  Quarterly bulletin.",,0030-0993,1930,
19330740R,The Oklahoma nurse,Oklahoma State Nurses Assn.,United States,eng, Some issues accompanied by supplements.,,0030-1787,1926,
8410691,Omvårdaren,Utgiven av Riksföreningen för vård- och barnavårdslärare inom Svenska facklärarförbundet,Sweden,swe, Title from cover. Place of publication varies. Continues: Tidskrift för sjukvårdspedagoger.,,0280-4123,1982,
7508036,ONA journal,Charles B Slack,United States,eng, Official journal of the Orthopedic Nurses' Association.,,0098-4337,1974,
9438654,Oncologica,Vereniging Van Oncologie Verpleegkundigen En Verschijnt,Netherlands,dut," Description based on: Jaarg. 11, nr. 2 (mei 1994); title from cover.",,0929-8703,1984,
8005054,One on one,Utah Nurses' Assn.,United States,eng, Supersedes UNA communiqué.,,0270-6628,1979,
101300056,ONS connect,Oncology Nursing Society,United States,eng," Description based on first issue; title from cover. Latest issue consulted: v. 22, no. 2 (Feb. 2007).",2572-2913,1935-1623,2007,
8906187,ONS news,Oncology Nursing Society,United States,eng, Title from caption.,,0890-5215,1986,
1276216,The Oregon nurse,Oregon Nurses Association,United States,eng," Vol. 72, no. 2, February 2008 incorrectly numbered, but constitutes v. 73, no. 1, February 2008. Official publication of the Oregon State Nurses' Association, 1936?-Sept. 1957; Oregon Nurses Association, Oct./Nov. 1957-",,0030-4751,1935,
9206573,ORL-head and neck nursing : official journal of the Society of Otorhinolaryngology and Head-Neck Nurses,Society Of Otorhinolaryngology And Head-Neck Nurses,United States,eng, Four issues per year. Title from cover.,,1064-3842,1991,
101586012,ORNAC journal,Clockwork Communications Inc.,Canada,eng," ""A peer-reviewed Journal published by Clockwork Communications Inc. for the Operating Room Nurses Association of Canada"". Articles chiefly in English with some in French.",,1927-6141,2012,
8409486,Orthopedic nursing,National Association of Orthopaedic Nurses,United States,eng, Title from cover. Issue for 1981 contains proceedings of the National Association of Orthopedic Nursing Conference.,1542-538X,0744-6020,1982,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006416-000000000-00000
8912029,Ostomy/wound management,Health Management Publications,United States,eng, Description based on: Vol. 11 (summer 1986); title from cover. One issue per v. Continues: Ostomy management.,1943-2720,0889-5899,1980,http://www.o-wm.com/archive
101150637,Outcomes management,Lippincott Williams & Wilkins,United States,eng, Title from cover.,1538-9820,1535-2765,2002,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00134511-000000000-00000
9716901,Outcomes management for nursing practice,Lippincott-Raven Publishers,United States,eng, Title from cover.,,1093-1783,1997,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00072700-000000000-00000
19320540R,Österreichische Hebammenzeitung,Hebammengremium Oberosterreich,Austria,ger,,,0048-1432,1954,
0423177,Österreichische Krankenpflegezeitschrift,Österreichischer Krankenpflegeverband,Austria,ger, Organ of the Öesterreichischer Krankenpflegeverband.,,0303-4461,1974,
101122359,Österreichische Pflegezeitschrift : Organ des Österreichischen Gesundheits- und Krankenpflegeverbands,Österreichischer Gesundheits- und Krankenpflegeverband,Austria,ger, Title from cover. Also called 01/01-,,,2001,
0423200,Österreichische Schwesternzeitung,,Austria,ger," Organ of the Vereinigung der Diplomierten Krankenschwestern und Krankenpfleger Oesterreichs, 1967-Sept. 1968; of the Oesterreichischer Krankenpflegeverband, Oct. 1968-1973.",,0029-9480,1967,
9013329,Paediatric nursing,RCN Pub. Co.,England,eng, Title from cover.,,0962-9513,1989,
8501477,Paedovita,Eterna Press,United States,eng, Title from cover. Published by the Eterna International Foundation.,,0737-5131,1984,
19510520R,The Pakistan nursing and health review,Trained Nurses Association Of Pakistan,Pakistan,eng,,,,1956,
101770516,Papers. National Conference for Professional Nurses and Physicians,s.n.,United States,eng,,,,1964,
101083317,Patient care management,Lippincott Williams & Wilkins,United States,eng, Place of publication varies. Title from caption.,,1532-8880,2000,
8406280,Patient education and counseling,Elsevier,Ireland,eng, Title from cover. Place of publication varies.,1873-5134,0738-3991,1983,https://www.sciencedirect.com/journal/patient-education-and-counseling
7505804,Pediatric nursing,Jannetti and Associates.,United States,eng, Official publication of the National Association of Pediatric Nurse Associates and Practitioners.,,0097-9805,1975,
19530550R,Pelican news,Louisiana State Nurses Association And Louisiana League For Nursing,United States,eng," Publication suspended 1942-Apr. 1949. Official bulletin of Louisiana State Nurses' Association, Louisiana League for Nursing Education, Louisiana State Organization for Public Health Nursing, and other nursing societies in Louisiana, 19    -1952; of Louisiana State Nurses' Association and Louisiana League for Nursing, 1953-",,0031-4161,1953,
19540010R,The Pennsylvania nurse,Pennsylvania Nurses Association,United States,eng, One issue a year includes the annual report of the association. Name changed Nov. 1954 issued Jan. 1955 Issued Jan. 1955-    by the association under its later name: Pennsylvania Nurses Association. Supersedes Penn points.,,0031-4617,1946,
8505284,Perioperative nursing quarterly,Aspen Systems Corp.,United States,eng," Title from cover. ""An Aspen publication.""",,8755-9935,1985,
7708436,Perspectivas,"Escuela de Enfermería, Facultad de Medicina, Universidad del Zulia.",Venezuela,spa," Journal of the Escuela de Enfermeŕia, Universidad del Zulia. Vol. numbers irregular: issue called v. 1-2 published retrospectively in 1975; v. 1 repeated 1976.",,0379-8208,1972,
101196674,Perspective infirmière : revue officielle de l'Ordre des infirmières et infirmiers du Québec,Ordre des infirmières et infirmiers du Québec,Canada,eng, Title from cover. In French; some text also in English.,,1708-1890,2003,
8500942,Perspectives (Gerontological Nursing Association (Canada)),Gerontological Nursing Association,Canada,eng," Description based on: Vol. 8, no. 1 (spring 1984); title from cover. Official publication of: the Gerontological Nursing Association.",,0831-7445,1977,
7901355,Perspectives,New Jersey State Nurses' Assn.,United States,eng,,,0191-6556,1976,
0401133,Perspectives in psychiatric care,Nursing Publications],United States,eng,,1744-6163,0031-5990,1963,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-6163
9421080,Perspectives in respiratory nursing : a publication of the Respiratory Nursing Society,Respiratory Nursing Society,United States,eng," Description based on: Vol. 4, no. 5 (Nov. 1993); title from caption.",,1075-5756,1990,
9302030,Perspectives on addictions nursing : a publication of the National Nurses Society on Addictions,The Society,United States,eng," Description based on: Vol. 2, no. 2 (Apr. 1991); title from caption.",,1057-1639,1990,
8907069,Pflege,Hans Huber,Switzerland,ger, Title from cover.,,1012-5302,1988,
9423842,Pflege aktuell,DBfK-Verlag,Germany,ger, Title from cover.,,0944-8918,1993,
9430463,Pflege Zeitschrift,Springer-Verlag GmbH,Germany,ger, Title from cover.,,0945-1129,1994,
19620310R,The Philippine journal of nursing,Philippine Nurses Association,Philippines,eng, Official organ of the Filipino Nurses' Association.,,0048-3818,1953,
19630310R,Pielȩgniarka i połozna,Zwiazku Zawodego Pracownikow Sluzby Zdrowia,Poland,pol, Journal of Zwia̧zek Zawodowy Pracowników Słuzby Zdrowia. Formed by the merger of Pielȩgniarka polska and Połozna.,,0048-4148,1958,
8403490,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses,Plastic Surgical Nursing,United States,eng, Title from cover.,1550-1841,0741-5206,1983,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006527-000000000-00000
9814758,The practising midwife,Medical Education Solutions Limited,England,eng, Title from cover.,2634-7407,1461-3123,1998,
19730190R,The Prairie rose,North Dakota State Nurses Association,United States,eng, Print issues ceased in 2012. Official publication of the North Dakota State Nurses' Association.,,0032-6666,1932,
8508457,PRN forum,"Center for Health Sciences, Dept. of Anesthesiology",United States,eng, Title from caption. Vols. for May/June 1985?-    called also: Pain research news.,,0743-345X,1982,
8812220,Pro re nata PRN : the official publication of the Utah Nurses' Association,Utah Nurses Association,United States,eng," Description based on: Vol. 8, no. 6 (Nov./Dec. 1986); title from caption. Continued by: Pro re nata (1992) published v. 1, no. 1 (June 1992).",,1044-4025,1986,
1255777,Proceedings. Nursing Theory Conference (University of Kansas),"Univ. of Kansas Medical Center, Dept. of Nursing Education.",United States,eng," Edited by C. M. Norris. Conference supported by PHS Division of Nursing, Research grant no. NU00309-01 and NU00309-02.",,,1969,
9301173,Professional care of mother and child,Maxwell Marketing Services,England,eng, Title from cover.,,0964-4156,1991,
101291585,Professional case management,"Lippincott, Williams & Wilkins",United States,eng, Title from cover.,1932-8095,1932-8087,2007,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01269241-000000000-00000
19830090R,Professional flashes,Rhode Island State Nurses Association,United States,eng," Some issues include annual report, 1967-1976. Vol. 32, no. 2 (July 1966) mislabelled vol. 31, no. 2.",,0033-0108,1935,
8612884,"Professional nurse (London, England)",Emap Healthcare,England,eng," Description based on: Vol. 1, issue 10 (July 1986); title from cover. Place of publication varies.",,0266-8130,198u,
0243343,Professional nursing home,Miller.,United States,eng,,,0555-3393,1959,
0244135,Professioni infermieristiche,Consociazione Nazionale delle Associazioni Infermiere/i,Italy,ita," Place of publication varies. Official organ of the Consociazione nazionale infermiere professionali, assistenti sanitarie visitatrici e vigilatrici d'infanzia. Continues the Bollettino d'informazioni of the Consociazione nazionale infermiere professionali e assistenti sanitarie visitatrici.",,0033-0205,1970,http://www.profinf.net/pro3/index.php/IN/index
100909380,"Progress in transplantation (Aliso Viejo, Calif.)",Sage,United States,eng," Title from cover. ""Journal for procurement and clinical transplant professionals.""",2164-6708,1526-9248,2000,http://journals.sagepub.com/home/pit
0023627,The Progressive nurse,,United States,eng,,,,1962,
7700256,Puerto Rico y su enfermera,Asociacion De Enfermeras Graduadas De Puerto Rico,Puerto Rico,eng, Articles in English or Spanish. Official organ of the Asociación de Enfermeras Graduadas de Puerto Rico.,,0145-6652,1927,
18820110R,The Pulse of the Montana State Nurses' Association,,United States,eng, Issued Nov./Dec. 1958-    with title: The Pulse of the Montana Nurses' Association. Continues the Bulletin of the Montana State Nurses' Association.,,0033-4189,1957,
19940260R,The Quarterly review,Graduate Nurses Association Of The District Of Columbia,United States,eng, Official organ of the Graduate Nurses Association of the District of Columbia.,,0012-4079,1933,
0370124,Queen's nursing journal,Queens Institute Of District Nursing,England,eng," Official journal of the Queen's Institute of District Nursing, Apr.-Dec. 1973; of the Queen's Nursing Institute, Jan. 1974-May 1977. Continues District nursing. Merged with Nursing mirror and midwives journal to form Nursing mirror.",,0301-0821,1973,
8406538,The Queensland nurse,RANF Qld. Branch Union of Employees,Australia,eng," Description based on: Vol. 1, no. 4 (Sept./Oct. 1982); title from cover. Official communication medium of: the Royal Australian Nursing Federation Queensland Branch Union of Employees.",,0815-936X,1982,
0245020,Queensland nurses journal,Royal Australian Nursing Federation. Queensland Branch. Union Of Employees,Australia,eng, Official organ of the Union of Employees of the Royal Australian Nursing Federation (Queensland Branch). Superseded by the RANF review.,,,1959,
0245021,RANF review,Royal Australian Nursing Federation. Queensland Branch Union Of Employees,Australia,eng, Official journal of the Union of Employees of the Royal Australian Nursing Federation (Queensland Branch). Supersedes the Queensland nurses journal.,,,1970,
9815872,RCM midwives journal : official journal of the Royal College of Midwives,McMillan-Scott,England,eng," Description based on: Vol 1, no 6 (June 1998); title from cover.",,1462-138X,1998,
101189530,RCM midwives : the official journal of the Royal College of Midwives,McMillan-Scott,England,eng, Title from cover.,,,2002,
0163572,RCN nursing standard,Royal College Of Nursing And National Council Of Nurses Of The United Kingdom,England,eng, Official bulletin of the Royal College of Nursing and National Council of Nurses of the United Kingdom.,,,1968,
8011213,Recent advances in nursing,Churchill Livingstone,Scotland,eng," Editors: Margaret C. Cahoon, Laurel Archer Copp, Lisbeth Hockey.",,0144-6592,1981,
9715370,Recherche en soins infirmiers,Mallet Conseil,France,fre," Description based on: No 48 (mars 97); title from cover. Issued by ARSI, Association de recherche en soins infirmiers.",,0297-2964,1985,
9879301,Recruit & retain : a monthly publication for professionals concerned with nurse recruitment and retention,Health Manpower Data Corp.,United States,eng," Title from caption. Description based on Vol. 1, issue 2 (Aug. 1981).",,0278-2766,198u,
9312216,Recruitment & retention report,Hall Johnson Communications,United States,eng," ""Recruitment and retention strategies for nurse recruiters, educators, and managers."" Description based on: Vol. 2, no. 4 (Apr. 1989); title from caption.",,1044-0666,1988,
9436564,"Recruitment, retention & restructuring report",Hall Johnson Communications,United States,eng," Description based on: Vol. 7, no. 6 (June 1994); title from caption.",,,1994,
9302919,Reflections,Sigma Theta Tau,United States,eng," Four no. a year. Description based on: Aug.-Sept. 1984; caption title. Organ of Sigma Theta Tau, national honor society of nursing, 1975-<Aug.-Sept. 1984>; of Sigma Theta Tau International, <fall 1987->",,0885-8144,1975,
100911064,Reflections on nursing leadership,Center Nursing Press,United States,eng," Description based on: Vol. 26, no. 2 (2nd quarter, 2000); title from cover.",,1527-6538,2000,
0352140,The Regan report on nursing law,Medica Press.,United States,eng, Editor: 1960-       W. A. Regan.,,0034-3196,1960,
8907459,"Registered nurse (Toronto, Ont.)",Registered Nurses Association of Ontario,Canada,eng, Title from cover. Published for the Registered Nurses' Association of Ontario.,,0840-8831,1989,
8104825,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,Wolters Kluwer,United States,eng, Title from cover.,2048-7940,0278-4807,1981,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006939-000000000-00000
7507435,"Reporter (Wilmington, Del.)",Delaware Nurses' Association.,United States,eng,,,0418-5412,1968,
7910105,Revista brasileira de enfermagem,Associacao Brasileira de Enfermagem,Brazil,por," Print issues ceased with v. 68, no. 6 (2015). Articles in Portuguese and English. Abstracts in Portuguese, English, and Spanish. Organ of the Associaçao Brasileira de Enfermagem. Continues Anais de enfermagem.",1984-0446,0034-7167,1955,http://www.scielo.br/scielo.php?script=sci_issues&pid=0034-7167&lng=en&nrm=iso
9301327,Revista cubana de enfermería,Editorial Ciencias Medicas,Cuba,spa," Title from cover. Vols. for enero-jun. 1991?-   called 91/1?-   ; also called v. 7, no. 1?- . Articles in Spanish; table of contents and summaries in English, French and Spanish. Search interface available in English, Portuguese, and Spanish.",1561-2961,0864-0319,1985,http://scielo.sld.cu/scielo.php?pid=0864-0319&script=sci_serial
0242726,Revista da Escola de Enfermagem da U S P,"Universidade de São Paulo, Escola de Enfermagem",Brazil,por," Print issues ceased with . 50, no. 6 (2016).",1980-220X,0080-6234,1967,http://www.scielo.br/reeusp
20150280R,Revista de enfermagem,Sindicato Nacional Dos Profissionais De Enfermagem,Portugal,por, Publication suspended during 1963.,,0034-8090,1953,
8309920,"Revista de enfermería (Barcelona, Spain)",Ediciones ROL,Spain,spa," Description based on: Año 4, no. 30 (enero 1981); title from cover. Supplements accompany some issues.",,0210-5020,1978,
7505959,Revista de la Asociación Mexicana de Enfermeras,Asociacion Mexicana De Enfermeras,Mexico,spa, Continued by Revista del Colegio Nacional de Enfermeras.,,,1956,
7505980,Revista del Colegio Nacional de Enfermeras,Colegio Nacional De Enfermeras,Mexico,spa, Called also Enfermeras. Continues Revista del Asociación Mexicana de Enfermeras.,,0045-7329,1967,
7607814,Revista enfermagem em novas dimensões,Associacao Brasileira De Enfermagem,Brazil,por, Articles in Portuguese; table of contents and summaries in English and Portuguese.,,0100-2724,1975,
