	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
134	135	Frailty Assessment In The Emergency Department For Risk Stratification Of Covid-19 Patients Aged â‰¥80Â Years.	2021.0	175	10.1016/j.jamda.2021.07.005	34364846.0		74	22	9	1845	OBJECTIVES: To evaluate, in a cohort of adults aged â‰¥80Â years, the overlapping effect of clinical severity, comorbidities, cognitive impairment, and frailty, for the in-hospital death risk stratification of COVID-19 older patients since emergency department (ED) admission. DESIGN: Single-center prospective observational cohort study. SETTING AND PARTICIPANTS: The study was conducted in the ED of a teaching hospital that is a referral center for COVID-19 in central Italy. We enrolled all patients with aged â‰¥80Â years old consecutively admitted to the ED between April 2020 and MarchÂ 2021. METHODS: Clinical variables assessed in the ED were evaluated for the association with all-cause in-hospital death. Evaluated parameters were severity of disease, frailty, comorbidities, cognitive impairment, delirium, and dependency in daily life activities. Cox regression analysis was used to identify independent risk factors for poor outcomes. RESULTS: A total of 729 patients aged â‰¥80Â years were enrolled [median age 85Â years (interquartile range 82-89); 346 were males (47.3%)]. According to the Clinical Frailty Scale, 61 (8.4%) were classified as fit, 417 (57.2%) as vulnerable, and 251 (34.4%) as frail. Severe disease [hazard ratio (HR) 1.87, 95% confidence interval (CI) 1.31-2.59], â‰¥3 comorbidities (HR 1.54, 95% CI 1.11-2.13), male sex (HR 1.46, 95% CI 1.14-1.87), and frailty (HR 6.93, 95% CI 1.69-28.27) for vulnerable and an overall HR of 12.55 (95% CI 2.96-53.21) for frail were independent risk factors for in-hospital death. CONCLUSIONS AND IMPLICATIONS: The ED approach to older patients with COVID-19 should take into account the functional and clinical characteristics of patients being admitted. A sole evaluation based on the clinical severity and the presence of comorbidities does not reflect the complexity of this population. A comprehensive evaluation based on clinical severity, multimorbidity, and frailty could effectively predict the clinical risk of in-hospital death for patients with COVID-19 aged â‰¥80Â years at the time of ED presentation.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		74	Journal Of The American Medical Directors Association		175	covino,marcello	Covino	Marcello	0.0	1.0	1.0	0.0
96	97	Adverse Drug Reactions In Older Adults: A Narrative Review Of The Literature.	2021.0	130	10.1007/s41999-021-00481-9	33738772.0		130	12	3	463	PURPOSE: Adverse drug reactions (ADRs) represent a common and potentially preventable cause of unplanned hospitalization, increasing morbidity, mortality, and healthcare costs. We aimed to review the classification and occurrence of ADRs in the older population, discuss the role of age as a risk factor, and identify interventions to prevent ADRs. METHODS: We performed a narrative scoping review of the literature to assess classification, occurrence, factors affecting ADRs, and possible strategies to identify and prevent ADRs. RESULTS: Adverse drug reactions (ADRs) are often classified as Type A and Type B reactions, based on dose and effect of the drugs and fatality of the reaction. More recently, other approaches have been proposed (i.e. Dose, Time and Susceptibility (DoTS) and EIDOS classifications). The frequency of ADRs varies depending on definitions, characteristics of the studied population, and settings. Their occurrence is often ascribed to commonly used drugs, including anticoagulants, antiplatelet agents, digoxin, insulin, and non-steroidal anti-inflammatory drugs. Age-related factors-changes in pharmacokinetics, multimorbidity, polypharmacy, and frailty-have been related to ADRs. Different approaches (i.e. medication review, software identifying potentially inappropriate prescription and drug interactions) have been suggested to prevent ADRs and proven to improve the quality of prescribing. However, consistent evidence on their effectiveness is still lacking. Few studies suggest that a comprehensive geriatric assessment, aimed at identifying individual risk factors, patients' needs, treatment priorities, and strategies for therapy optimization, is key for reducing ADRs. CONCLUSIONS: Adverse drug reactions (ADRs) are a relevant health burden. The medical complexity that characterizes older patients requires a holistic approach to reduce the burden of ADRs in this population.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		130	European Geriatric Medicine		130	zazzara,maria.beatrice	Zazzara	Maria Beatrice	0.0	1.0	1.0	0.0
141	142	Interventions To Reduce Polypharmacy And Optimize Medication Use In Older Adults With Cancer.	2021.0	183	10.1016/j.jgo.2020.12.007	33353854.0		183	12	6	863	The use of polypharmacy and potentially inappropriate medications (PIMs) is an increasingly common, concerning public health issue in older adults, and a concurrent cancer diagnosis only further escalates the prevalence and complexity. Polypharmacy and PIM use has been associated with negative patient outcomes, including falls, chemotherapy toxicities and other adverse events, postoperative complications, frailty, functional impairment, and shortened survival. Despite the recognition of the harms, the prevalence of polypharmacy and PIM use continues to rise due to a lack of standardized identification and intervention methods. Efforts to reduce the prevalence have included use of explicit PIM screening tools (e.g., Beers criteria), comprehensive medication reviews, and deprescribing algorithms. However, these efforts are not widespread and the research on the effectiveness of such interventions is limited. To better understand what is known, this paper summarized available studies evaluating the effect of interventions on reducing the burden of polypharmacy/PIMs and provided recommendations to guide further practice models to reduce the negative consequences associated with polypharmacy and PIM use. Furthermore, we aim to establish a framework for clinical practice and to highlight areas for future intervention-based research to improve outcomes for older adults with cancer.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		183	Journal Of Geriatric Oncology		183	barlow,ashley	Barlow	Ashley	0.0	1.0	1.0	0.0
149	150	Predictivity Of The Comorbidity Indices For Geriatric Syndromes.	2022.0	192	10.1186/s12877-022-03066-8	35590276.0		16	22	1	440	BACKGROUND: The aging population and increasing chronic diseases make a tremendous burden on the health care system. The study evaluated the relationship between comorbidity indices and common geriatric syndromes. METHODS: A total of 366 patients who were hospitalized in a university geriatric inpatient service were included in the study. Sociodemographic characteristics, laboratory findings, and comprehensive geriatric assessment(CGA) parameters were recorded. Malnutrition, urinary incontinence, frailty, polypharmacy, falls, orthostatic hypotension, depression, and cognitive performance were evaluated. Comorbidities were ranked using the Charlson Comorbidity Index(CCI), Elixhauser Comorbidity Index(ECM), Geriatric Index of Comorbidity(GIC), and Medicine Comorbidity Index(MCI). Because, the CCI is a valid and reliable tool used in different clinical settings and diseases, patients with CCI score higher than four was accepted as multimorbid. Additionally, the relationship between geriatric syndromes and comorbidity indices was assessed with regression analysis. RESULTS: Patients' mean age was 76.2â€‰Â±â€‰7.25Â years(67.8% female). The age and sex of multimorbid patients according to the CCI were not different compared to others. The multimorbid group had a higher rate of dementia and polypharmacy among geriatric syndromes. All four indices were associated with frailty and polypharmacy(pâ€‰<â€‰0.05). CCI and ECM scores were related to dementia, polypharmacy, and frailty. Moreover, CCI was also associated with separately slow walking speed and low muscle strength. On the other hand, unlike CCI, ECM was associated with malnutrition. CONCLUSIONS: In the study comparing the four comorbidity indices, it is revealed that none of the indices is sufficient to use alone in geriatric practice. New indices should be developed considering the complexity of the geriatric cases and the limitations of the existing indices.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		16	Bmc Geriatrics		192	canaslan,kubra	Canaslan	Kubra	0.0	1.0	1.0	0.0
151	152	Frailty Is Associated With Impaired Diabetic Foot Ulcer Healing And All-Cause Re-Hospitalization.	2022.0	194	10.1007/s12603-022-1726-7	35166310.0		170	26	2	169	BACKGROUND: Diabetic Foot Ulcers (DFUs) are a common and feared complication of type 1 and type 2 diabetes. People with DFUs often present a significant clinical complexity due to multimorbidity, frailty, polypharmacy, and disabling conditions. Frailty, defined using the accumulation of health deficits model, has shown to predict worsening health status, hospitalizations, and death in older persons. There are no clinical studies, to date, that have examined the prevalence and effect of frailty on DFUs outcomes. The aim of our study was to explore the impact of frailty on DFUs healing and re-hospitalization in a cohort of patients hospitalized with DFUs. DESIGN: prospective cohort study. SETTING AND PARTICIPANTS: The frailty status of 76 consecutive hospitalized patients with DFUs was assessed by using the Frailty Index (FI). MEASUREMENTS: The primary outcome was the non-healing of the DFU. Secondary outcome was re-hospitalization events (for any cause) within 6 months from hospital discharge. Frailty was defined as FI>0.25. RESULTS: Out of 76 patients (median age 65 years, range 31-84), 56 (74%) were frail. At six months, 81.5% of frail patients had non-healing of the DFU compared to 55% in non-frail patients (p=0.02). The rate of of re-hospitalization was also higher in frail compared to non-frail (90.3% vs 54%, respectively; p=0.01) patients. In multivariable analyses, frailty was significantly associated with a more than fivefold increased risk of DFU non-healing [odds ratio 5.54 (95% confidence interval 1.28-23.91), p=0.02]. Similarly, re-hospitalization was also significantly higher in frail patients compared to the non-frail ones. CONCLUSIONS: In hospitalized patients with DFUs, frailty was highly prevalent. Frailty emerged as an independent risk factor for DFU non-healing and re-hospitalization events. Patients with DFUs require a comprehensive assessment of their frailty status which would enable personalization of their management and interventions.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		170	The Journal Of Nutrition, Health & Aging		194	maltese,g	Maltese	G	0.0	1.0	1.0	0.0
166	167	Magnetic Resonance-Guided Radiotherapy Feasibility In Elderly Cancer Patients: Proposal Of The Master Scoring System.	2021.0	215	10.1177/0300891620920709	32410505.0		215	107	1	26	BACKGROUND: Elderly patients are often excluded from advanced treatments owing to clinical complexity or frailty. Magnetic resonance-guided radiotherapy (MRgRT) represents a new frontier of radiotherapy delivery that can play an important role in the management of these patients. AIM: To assess MRgRT feasibility in elderly patients, describe their compliance with this treatment, and provide a scoring system for elderly patient selection. METHODS: Patients aged >75 years were enrolled. No restrictions on tumor site, staging, or treatment intent were applied. Patients underwent joint radiation oncology-geriatrics visits to assess the feasibility of MRgRT and to identify the most significant items (i.e. clinical variables) for the setup of a scoring system. The proposed scoring system was then internally validated on a prospectively enrolled cohort of elderly patients who were candidates for MRgRT. RESULTS: Thirty patients were enrolled between February and March 2018. Their mean age was 81.4 Â± 3.4 years (range 75-88). Radiotherapy intent was curative in 26 patients; 14 patients were considered frail at screening tests before radiotherapy. Twelve items were identified as clinically significant for the setup of the MASTER score (MRI-Guided Radiotherapy Selection Elderly Score) score. Validation of the score showed 100% reliability, with no patient discharged after selection. CONCLUSIONS: MRgRT appears to be feasible in elderly patients and the MASTER score is proposed to support clinical decision-making in recommending elderly patients for this technology.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		215	Tumori		215	boldrini,luca	Boldrini	Luca	0.0	1.0	1.0	0.0
169	170	Association Between Frailty Index, Lung Function, And Major Clinical Determinants In Chronic Obstructive Pulmonary Disease.	2021.0	219	10.1007/s40520-021-01878-z	34009526.0		201	33	8	2165	BACKGROUND: Airflow limitation alone is unable to capture the complexity of chronic obstructive pulmonary disease (COPD), better explained by comprehensive disease-specific indexes. Frailty is a clinical condition characterized by high vulnerability to internal and external stressors and represents a strong predictor of adverse outcomes. AIMS: Primary objective was to test the association between indexes of lung function and COPD severity with frailty index (FI), and secondary to evaluate the association between FI and comorbidities, cognitive and physical function, BODE index, and mortality. METHODS: 150 stable COPD outpatients were enrolled and followed up to 4Â years. At baseline, participants performed a geriatric multidimensional assessment, pulmonary function tests, arterial blood gas analysis, 6-min walking test, and bioimpedance analysis. BODE and FI were calculated. Spearman's Ï was used to assess correlations. Mortality was assessed using Kaplan-Meier curves. RESULTS: Participants were followed up for a median of 39Â months. Mean age was 73Â years and median frailty index 0.15 (IQR 0.11-0.19). FI was higher in frequent exacerbators (â‰¥â€‰2/year) (mean 0.18 vs 0.15, p 0.01) and dyspnoeic patients (mMRCâ€‰â‰¥â€‰2) (mean 0.21 vs 0.14, p <â€‰0.01) and correlated with lung volumes, expiratory flows, and pressure of arterial oxygen. FI was positively correlated with the number of comorbidities, depressive symptoms, cognitive decline, and BODE index. Mortality was higher in patients with BODE higher than 3 (HR 3.6, 95% CI 1.2-10.9), and not associated with FI. DISCUSSION: FI positively correlates with all clinical drivers orienting the choice of treatment in COPD. CONCLUSIONS: FI associates with lung function and COPD severity, but does not associate with mortality.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		201	Aging Clinical And Experimental Research		219	scarlata,simone	Scarlata	Simone	0.0	1.0	1.0	0.0
97	98	Pre-Frailty And Frailty In Dialysis And Pre-Dialysis Patients: A Systematic Review Of Clinical And Biochemical Markers.	2021.0	131	10.3390/ijerph18189579	34574503.0		8	18	18	None	Patients under dialysis are known to be more vulnerable to frailty, a dynamic geriatric syndrome defined as a state of vulnerability to stressors, due to numerous metabolic changes. With rise of life expectancy globally, it is important to understand the complexity of the pathophysiology of frailty and identify possible markers that can help with the prognosis and diagnosis of frailty. The aim of this systematic review is to give an overview of the knowledge regarding clinical and biochemical markers associated with pre-frailty and frailty in dialysis and pre-dialysis patients. In November 2020, PubMed, Embase and Web of Science were searched. Studies regarding biomarkers associated with (pre-)frailty in (pre-)dialysis patients were included. This systematic review identified clinical and biochemical markers in pre-frail and frail patients under dialysis or pre-dialysis published in the literature. This study shows that more investigation is necessary to identify markers that can differentiate these processes to be used as a diagnostic and prognostic tool in routine care and management of geriatric needs. Interventions that can improve health outcomes in pre-frail and frail older adults under dialysis or pre-dialysis are essential to improve not only the individual's quality of life but also to reduce the burden to the health systems.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		8	International Journal Of Environmental Research And Public Health		131	pereira,ana	Pereira	Ana	0.0	1.0	1.0	0.0
104	105	Prioritizing Movement To Address The Frailty Phenotype In Heart Failure.	2021.0	139	10.1016/j.pcad.2021.01.005	33556427.0		139	67		26	Frailty is a highly prevalent multisystem syndrome in older adults with heart failure (HF) and is associated with poor clinical prognosis and increased complexity of care. While frailty is neither disease nor age specific, it is a clinical manifestation of aging-related processes that reflects a reduced physiological ability to tolerate and recover from stress associated with aging, disease, or therapy. Within this context, physical frailty, which is distinctly oriented to physical functional domains (e.g., muscle weakness, slowness, and low activity), has been recognized as a critical vital sign in older persons with HF. Identification and routine assessment of physical frailty, using objective physical performance measures, may guide the course of patient-centered treatment plans that maximize the likelihood of improving clinical outcomes in older HF patients. Exercise-based rehabilitation is a primary therapy to improve cardiovascular health in patients with HF; however, the limited evidence supporting the effectiveness of exercise tailored to older and frail HF patients underscores the current gaps in management of their care. Interdisciplinary exercise interventions designed with consideration of physical frailty as a therapeutic target may be an important strategy to counteract functional deficits characteristic of frailty and HF, and to improve patient-centered outcomes in this population. The purpose of this current review is to provide a better understanding of physical frailty and its relation to management of care in older patients with HF. Implications of movement-based interventions, including exercise and physical rehabilitation, to prevent or reverse physical frailty and improve clinical outcomes will further be discussed.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		139	Progress In Cardiovascular Diseases		139	laddu,deepika.r	Laddu	Deepika R	0.0	1.0	1.0	0.0
105	106	Unruptured Cerebral Aneurysms In Elderly Patients: Key Challenges And Management.	2021.0	140	10.1080/07853890.2021.1990393	34664535.0		140	53	1	1839	Unruptured cerebral aneurysms are increasingly identified in elderly patients as the global life expectancy continues to rise and non-invasive vascular imaging becomes more prevalent. The optimal management of unruptured aneurysms in elderly patients remains controversial. Variability in life expectancy, comorbidities and rupture risk coupled with heterogenous endovascular and surgical treatments contribute to a paucity of clear guidelines, and current management is highly individualized. Elderly patients present unique considerations including frailty, cognitive dysfunction, vasculopathy, reduced life expectancy and overall worse prognosis in case of rupture which shape the risks and likelihood of success of endovascular and microsurgical treatment. In this review, we provide a comprehensive overview of unruptured cerebral aneurysms in the elderly, with a particular focus on the natural history, key challenges associated with advanced age, management and future innovations to further refine treatment.Key MessagesThe management of unruptured cerebral aneurysms in elderly patients remains controversial.Key challenges including frailty, cognitive dysfunction, reduced life expectancy, vasculopathy and poor prognosis with aneurysm rupture add complexity to endovascular and surgical decision making not encountered with younger demographics.A thorough understanding of available treatment options, likelihood of treatment success and associated risks weighed against the risk of aneurysm rupture informs patient discussion and management.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		140	Annals Of Medicine		140	caffes,nicholas	Caffes	Nicholas	0.0	1.0	1.0	0.0
109	110	Comprehensive Geriatric Assessment In Older Adults With Cancer: Recommendations By The Italian Society Of Geriatrics And Gerontology (Sigg).	2021.0	144	10.1111/eci.13347	32648990.0		144	51	1	e13347	INTRODUCTION: Optimizing the approach to older adults with cancer is now a priority given the increasing frequency of new cancer diagnoses that are made in the older population. The comprehensive geriatric assessment (CGA) represents the gold-standard for (1) defining prognosis and ability to withstand cancer treatments, (2) exploring the multiple aspects that define the complexity of frail older persons, and (3) designing person-tailored interventions. MATERIALS AND METHODS: In this document, based on a comprehensive revision of the literature, the Italian Society for Geriatrics and Gerontology proposes a CGA model (ONCOGER CGA) to be adopted by oncology centers for their routine approach to older patients with cancer. RESULTS AND DISCUSSION: A widespread use of this standardized CGA format will facilitate comparisons across institutions, promote studies based on a multidimensional patient assessment, and foster the inclusion of geriatric endpoints in oncological clinical trials. Furthermore, we predict that the use of a standardized CGA approach will increase the integration of geriatricians into oncology care teams with the final result of improving therapeutic choices and clinical outcomes.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		144	European Journal Of Clinical Investigation		144	fusco,domenico	Fusco	Domenico	0.0	1.0	1.0	0.0
114	115	A Narrative Review Of Frailty Assessment In Older Patients At The Emergency Department.	2021.0	149	10.1097/MEJ.0000000000000811	33883392.0		149	28	4	266	Optimizing emergency care for the aging population is an important future challenge, as the proportion of older patients at the emergency department (ED) rapidly increases. Older patients, particularly those who are frail, have a high risk of adverse outcomes after an ED visit, such as functional decline, institutionalization, and death. The ED can have a key position in identifying frail older patients who benefit most from comprehensive geriatric care [including delirium preventive measures, early evaluation of after-discharge care, and a comprehensive geriatric assessment (CGA)]. However, performing extensive frailty assessment is not suitable at the ED. Therefore, quick and easy-to-use instruments are needed to identify older patients at risk for adverse outcomes. This narrative review outlines the importance and complexity of frailty assessment at the ED. It aligns the available screening instruments, including clinical judgment as frailty assessment, and summarizes arguments for and against frailty assessment at the ED.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		149	European Journal Of Emergency Medicine: Official Journal Of The European Society For Emergency Medicine		149	van dam,carmen.s	van Dam	Carmen S	0.0	1.0	1.0	0.0
115	116	Biological Aspects Of Aging That Influence Response To Anticancer Treatments.	2021.0	151	10.1097/SPC.0000000000000536	33399393.0		85	15	1	29	PURPOSE OF REVIEW: Cancer is a disease of older adults, where fitness and frailty are a continuum. This aspect poses unique challenges to the management of cancer in this population. In this article, we review the biological aspects influencing the efficacy and safety of systemic anticancer treatments. RECENT FINDINGS: The organ function decline associated with the ageing process affects multiple systems, including liver, kidney, bone marrow, heart, muscles and central nervous system. These can have a significant impact on the pharmacokinetics and pharmacodynamics of systemic anticancer agents. Comorbidities also represent a key aspect to consider in decision-making. Renal disease, liver conditions and cardiovascular risk factors are prevalent in this age group and may impact the risk of adverse outcomes in this setting. SUMMARY: The systematic integration of geriatrics principles in the routine management of older adults with cancer is a unique opportunity to address the complexity of this population and is standard of care based on a wide range of benefits. This approach should be multidisciplinary and involve careful discussion with hospital pharmacists.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		85	Current Opinion In Supportive And Palliative Care		151	crimmin,jane	Crimmin	Jane	0.0	1.0	1.0	0.0
125	126	Describing The Relationship Between Atrial Fibrillation And Frailty: Clinical Implications And Open Research Questions.	2021.0	161	10.1016/j.exger.2021.111455	34153440.0		21	152		111455	In the recent years a lot of attention has been gathered by the issue of frailty outside the boundaries of the geriatric medicine, for example in the field of cardiovascular medicine. Atrial fibrillation (AF) is known as a very common cardiological condition, often burdened by high level of clinical complexity. Aim of this narrative review is to examine the most relevant evidence about the relationship between frailty and AF, focusing also on its impact on clinical management and natural history of patients with this condition. Data reported underline how a relevant relationship exists between these two conditions, even though the burden of frailty among AF cohorts is still unclear. Frailty seems to affect the clinical management, even though no definitive data are yet available. Lastly, frailty significantly increases the risk of all-cause mortality but it's still unclear the impact on thromboembolic and bleeding events. Despite several data are already available, more research is still needed to fully elucidate the relationship between these two clinical entities.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		21	Experimental Gerontology		161	proietti,marco	Proietti	Marco	0.0	1.0	1.0	0.0
127	128	Ongoing Research Protocols For The Pharmacological Treatment Of Neuropsychiatric Symptoms In Dementia.	2021.0	127	10.14283/jfa.2020.36	33331618.0		5	10	1	22	The implementation of effective interventions for neuropsychiatric symptoms (NPS) is perceived as one of the most pressing research priorities in the field of dementia and one of the main unmet needs from the perspective of affected individuals and their caregivers and relatives. Nevertheless, to date, only a relatively marginal part of dementia research has focused on NPS. This study aimed to describe and discuss the state of the art concerning the identification and development of new pharmacological treatments for NPS in dementia. A review of 320 ongoing phase 1, 2, 3, and 4 protocols registered in the clinicaltrials.gov database was performed. All the trials enrolling patients with dementia were selected. Only studies adopting clinical measures of NPS frequency and/or severity as primary outcome were retained and analyzed. Overall, only a minority of ongoing phase 1, 2, 3 and 4 protocols on dementia (i.e., 9.0%) is primarily targeting NPS. Most of these studies are adopting a placebo-controlled parallel assignment design, testing oral compounds, and targeting specific NPS (mostly agitation and/or aggression). A total of 3,445 subjects with dementia will tentatively be recruited in these trials. The methodologies adopted in these studies, the characteristics of the tested interventions, the eligibility criteria, and the operational definitions of NPS are presented and discussed. The relevance of NPS is not yet matched by an adequate research effort. The current tendency at privileging disease-modifying approaches and other symptoms of dementia and the methodological complexity of studying NPS are still substantially contributing to the gap between research activities and clinical needs.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		5	The Journal Of Frailty & Aging		127	canevelli,m	Canevelli	M	0.0	1.0	1.0	0.0
128	129	Aspirin And Statin Therapy For Primary Prevention Of Cardiovascular Disease In Older Adults.	2022.0	164	10.1136/heartjnl-2021-320154	34764212.0		164	108	14	1090	The value of primary preventative therapies for cardiovascular disease (CVD) in older adults (age â‰¥75 years) is less certain than in younger patients. There is a lack of quality evidence in older adults due to underenrolment in pivotal trials. While aspirin is no longer recommended for routine use in primary prevention of CVD in older adults, statins may be efficacious. However, it is unclear which patient subgroups may benefit most, and guidelines differ between expert panels. Three relevant geriatric conditions (cognitive impairment, functional impairment and polypharmacy) may influence therapeutic decision making; for example, baseline frailty may affect statin efficacy, and some have advocated for deprescription in this scenario. Evidence regarding statins and incident functional decline are mixed, and vigilance for adverse effects is important, especially in the setting of polypharmacy. However, aspirin has not been shown to affect incident cognitive or functional decline, and its lack of efficacy extends to patients with baseline cognitive impairment or frailty. Ultimately, the utility of primary preventative therapies for CVD in older adults depends on potential lifetime benefit. Rather than basing treatment decisions on absolute risk alone, consideration of comorbidities, polypharmacy and life expectancy should play a significant role in decision making. Coronary calcium score and new tools for risk stratification validated in older adults that account for the competing risk of death may aid in evaluating potential benefits. Given the complexity of therapeutic decisions in this context, shared decision making provides an important framework.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		164	Heart (British Cardiac Society)		164	montgomery,sophie	Montgomery	Sophie	0.0	1.0	1.0	0.0
311	312	Diagnostic Complexity In The Older Patient: An Unusual Presentation Of Advanced Biliary Disease.	2021.0	382	10.1093/ageing/afab123	34146392.0		178	50	5	1859	Biliary disease is common in the older population, and gallbladder dysfunction and increased bile lithogenicity predispose to calculi formation. This case demonstrates an unusual presentation of gallbladder empyema. A 90-year-old male with metastatic prostate cancer presented with hypoactive delirium. With no localising features, normal liver function tests but persistently raised inflammatory markers, he was initially managed as a urinary tract infection. Chest wall discomfort and swelling over the right costal margin later developed. Abdominal imaging demonstrated a massive gallbladder empyema invaginating through the lower right rib cage, causing the superficial swelling. Pre-morbid status prevented cholecystectomy and he was managed conservatively with percutaneous cholecystostomy and antibiotics. He was discharged to 24-h care 2Â weeks after diagnosis with a long-term drain.		2023-01-03 03:44:57	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		178	Age And Ageing		382	hosty,jennifer	Hosty	Jennifer	1.0	0.0	0.0	1.0
