id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
11	Linking Hospital And Residential Aged Care: A Nurse-Led Vascular-Geriatric Model Of Care.	2021	11	10.1080/10376178.2021.1991414	34623222		11	57	3-4	224	The interplay of frailty, multimorbidity and polypharmacy in the older person results in complex care needs. Monitoring and proactive management of chronic diseases in this context can be challenging. Early identification of deterioration reduces the risk of hospitalisation in older people, particularly in residential care, where the person can be particularly vulnerable. Deterioration of a resident often results in an expectation of in-hospital care, which especially where there are life-limiting conditions, may not align to the wishes of the person and their family. However, links between tertiary hospital services with the expertise to upskill and mentor those providing the more complex care to residents of aged care facilities need to be developed. Current models of care need to be adapted to incorporate the provision of specialist nursing within residential facilities to support higher-level care delivered in the person's familiar environment, improve the person and family experience, and reduce the costs and potential for iatrogenic problems associated with hospitalisation. Vascular dysfunction is common in aged care and results in impaired healing and complex wounds. We developed a Vascular and Geriatric (VaG) model of care to support specialist care for aged care residents with vascular dysfunction. The VaG model enhances existing links between hospital and residential care settings and builds workforce capacity in residential care facilities by the use of clinical consultation, peer learning and networking to increase the vascular skill set initially of the hospital outreach nurse and then modelled to residential care clinicians. This paper reports the development and implementation of the VaG model as part of the Aged Care Outreach Service.		2022-10-04 23:31:23	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	11	Contemporary Nurse	1	11	schasser,suzy	Schasser	Suzy
12	Impact Of Social Frailty On Relocation Of Older Adults.	2021	12	10.14283/jfa.2021.3	34105710		12	10	3	254	BACKGROUND: The relationship between frailty and variables such as housing are the least included in models of frailty and research on frailty or social frailty and relocation is negligible. The decision to relocate is complex and demanding for older adults with a loss of independence but little is known about what makes older adults relocate to congregated housing designated for older adults, let alone in combination with social frailty, and how they navigate this transition. OBJECTIVES: This mixed method descriptive study aims to understand the influence of social frailty for a population of French-speaking semi-independent older adults relocating to a housing continuum community. DESIGN: Semi-structured individual interviews including sociodemographic data and the PRISMA-7 Frailty Scale were conducted with recently relocated older adults. SETTING: A newly opened French-speaking housing continuum community in Eastern Canada that offers luxury apartments for independent older adults, two assisted living facilities for semi-independent older adults along with a long-term care facility. PARTICIPANTS: Twenty-nine older adults with a mean age of 85 years, mostly female, married or widowed and highly educated. MEASUREMENTS: Content analysis of the transcribed recorded interviews and descriptive statistical analyses to examine relationships between the frailty PRISMA-7 scale, answers to additional questions and the sociodemographic data. RESULTS: There was not a significant difference in the scores for socialization before and after relocation nor between prior help and current help; however, there was a significant negative correlation between help and socialization before and after relocation. Three main themes included: imposed influences, push and pull factors and post relocation. CONCLUSIONS: The results indicate that several social factors contributed to relocation and that participants were experiencing social frailty. Participants were at the crossover point of being vulnerable to experiencing additional deficits which would potentially have led to higher frailty had they not relocated.		2022-10-04 23:31:23	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	12	The Journal Of Frailty & Aging		12	dupuis-blanchard,s	Dupuis-Blanchard	S
13	Recognizing And Responding To Deterioration In Care Homes: A Scoping Review Protocol.	2021	13	10.11124/JBISRIR-D-19-00413	33230017		13	19	2	447	OBJECTIVE: To identify the available published primary research and any relevant policies, guidelines, or protocols regarding how care home staff recognize and respond to an acutely deteriorating resident. INTRODUCTION: Older people living in care homes have complex health care needs. Chronic illnesses, comorbidities, frailty, cognitive impairment, and physical dependency can contribute to unpredictable changes in their health status that can lead to residents becoming unwell and acutely deteriorating. Exploring how care home staff recognize and respond to acutely deteriorating health among residents is important to understand whether opportunities exist to minimize these unpredictable changes in health. INCLUSION CRITERIA: This scoping review will consider studies that feature the recognition and response to acute deterioration in care home residents. This review will consider qualitative and quantitative primary research. Non-indexed and gray literature such as policies, deterioration tools, and reports from health policy organizations will also be included. METHODS: The searches will be conducted using bibliographic databases, university repositories, and non-indexed and gray literature, such as reports by health care and health policy organizations. The studies will be independently selected from the inclusion criteria by two researchers based on their title and abstract. In case of disagreement, a third researcher will be consulted. An adapted version of the JBI data extraction form will be used to extrapolate data from included studies. The results will be presented in tabular form, accompanied by a narrative summary related to the objectives of the scoping review.		2022-10-04 23:31:23	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	13	Jbi Evidence Synthesis		13	hodge,sevim.y	Hodge	Sevim Y
14	Frailty Assessment Using Routine Clinical Data: An Integrative Review.	2022	14	10.1016/j.archger.2021.104612	34986459		14	99		104612	BACKGROUND: Frailty is a common but complex problem in older adults. Frailty assessment using routine clinical data has been suggested as a pragmatic approach based on electronic health records from primary care center or hospital settings. PURPOSE: We aimed to explore the tools and outcome variables used in the published studies on frailty assessment using routine clinical data. METHODS: An integrative literature review was conducted using the method of Whittemore and Knafl. A literature search was conducted in PubMed, EMBASE, and CINAHL from January 2010 to October 2021. RESULTS: A total of 45 studies and thirteen frailty assessment tools were analyzed. The assessment items were generally biased toward frailty's risk factors rather than the mechanisms or phenotypes of frailty. Similar to using conventional tools, routine clinical data-based frailty was associated with adverse health outcomes. CONCLUSIONS: Frailty assessment based on routine clinical data could efficiently evaluate frailty using electronic health records from primary care centers or hospitals. However, they need refinement to consider the risk factors, mechanisms, and frailty phenotypes.		2022-10-04 23:31:23	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	14	Archives Of Gerontology And Geriatrics		14	lim,arum	Lim	Arum
15	Relationship Between Multimorbidity And Disability In Elderly Patients With Coexisting Frailty Syndrome.	2022	15	10.3390/ijerph19063461	35329148		15	19	6	None	BACKGROUND: Multimorbidity is a common problem worldwide. It carries the risk of reduced quality of life, disability, frequent hospitalizations, and death. The present study was designed to assess the relationships that exist between multimorbidity and disability in elderly patients. METHODS: The study included 100 patients and was conducted between October 2020 and January 2021. Inclusion criteria included age &gt;65 years, presence of a minimum of two comorbidities in the subject, and consent to participate in the study. Standardized survey instruments such as Tilburg Frailty Indicator (TFI), Charlson Comorbidities Index (CCI), Assessment of Basic Activities of Daily Living-Katz Scale (ADL), and Assessment of Complex Activities of Daily Living-Lawton Scale (IADL) were used in the study. RESULTS: The majority of the subjects (92) had a frailty syndrome (TFI). A small group of respondents (8%) suffered from severe comorbidities (CCI). Among the subjects surveyed, 71% maintained full function in performing simple activities of daily living (ADL), while 29% demonstrated moderate disability on the scale. Full independence in performing complex activities of daily living (IADL) was present in 33% of the respondents, and 67% were partially independent. Independence in complex activities of daily living (IADL) was significantly higher in patients with fewer comorbidities. The severity of comorbidities (CCI) had a significant effect on the decrease in the level of independence (ADL and IADL). Independence in performing complex activities (IADL) was worse among older patients. CONCLUSIONS: An increase in the number of comorbidities contributes to a decrease in the level of performance of complex activities of daily living. The severity of comorbidities significantly reduces the level of independence of the subjects in simple and complex activities of daily living. In patients with a higher level of independence in performing simple and complex activities, the co-occurrence of frailty syndrome was less severe. As the age of the subjects increases, the frequency in which they show moderate dependence on third parties in performing complex activities of daily living increases.		2022-10-04 23:31:23	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	15	International Journal Of Environmental Research And Public Health		15	jędrzejczyk,maria	Jędrzejczyk	Maria
16	Relatives' Experiences With Abuse And Neglect In Norwegian Nursing Homes. A Qualitative Study.	2021	16	10.1186/s12913-021-06713-9	34247595		16	21	1	684	BACKGROUND: Elder abuse in nursing homes (NH) is a widespread and complex problem. Residents' ability to share their experiences are impeded, due to a high degree of cognitive problems and frailty, and previous studies are thus mainly based on reports from staff. Therefore, we aimed to give voice to the residents by investigating their relatives' experiences with elder abuse in NH. METHODS: Qualitative individual interviews were conducted with 16 relatives of residents with experience of abuse and/or neglect in NH. Content analysis was used to analyse the data. RESULTS: Relatives perceived neglect as most pervasive and staff-to-resident psychological abuse as a key problem. Physical abuse was mostly related to resident-to-resident aggression. Relatives perceived elder abuse in NH to be related to low competence among staff, low staffing, poor NH leadership, working cultures characterized by fear and loyalty to employer or co-workers, and a lack of individualized care for the residents. Furthermore, relatives themselves experienced maltreatment from NH, which caused them to suffer stress, anxiety and distrust. Relatives also expressed a need to compensate for lack of care. CONCLUSIONS: Relatives of NH residents who had experienced abuse reported that neglect of basic care and individual rights was predominant and viewed organizational explanations as most important. Relatives perceive themselves as collaborators in care and are emotionally attached to their family member. Therefore, if relatives experience resident abuse or neglect, it inflicts a feeling of being mistreated themselves, particularly if they are not listened to or their notice of abuse on the part of the resident is ignored or trivialized. Including relatives in a committed partnership with NH in care practices is not only a valuable path to reduce the risk of abuse, but it also leads to a more sustainable healthcare with high standards of quality and safety.		2022-10-04 23:31:23	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	16	Bmc Health Services Research		16	saga,susan	Saga	Susan
17	Association Between Preoperative Frailty And Outcomes Among Adults Undergoing Cardiac Surgery: A Prospective Cohort Study.	2021	17	10.9778/cmajo.20200034	34285057		17	9	3	E777	BACKGROUND: The identification of frailty before complex and invasive procedures may have relevance for prognostic and recovery purposes, to optimally inform patients, caregivers and clinicians about perioperative risk and postoperative care needs. The aim of this study was to estimate the prevalence of frailty and describe the associated clinical course and outcomes of patients referred for nonemergent cardiac surgery. METHODS: A prospective cohort of patients aged 50 years and older referred for nonemergent cardiac surgery in Alberta, Canada, from November 2011 to March 2014 were screened preoperatively for frailty, defined as a Clinical Frailty Scale (CFS) score of 5 or greater. Postoperatively, patients were followed by telephone to assess CFS score, health services use and vital status. The primary outcome was all-cause hospital mortality. Secondary outcomes included health services use, hospital discharge disposition, 1-year health-related quality of life and all-cause 5-year mortality. RESULTS: The cohort (n = 529) had a mean age of 67 (standard deviation [SD] 9) years; 25.9% were female, and the prevalence of frailty was 9.6% (n = 51; 95% confidence interval [CI] 7.3%-12.5%). Frail patients were older (median age 75, interquartile range [IQR] 65-80 v. 67, IQR 60-73, yr; p < 0.001), were more likely to be female (51.0% v. 23.2%; p < 0.001), had a higher mean EuroSCORE II (8, SD 3 v. 5, SD 3; p < 0.001) and received combined coronary artery bypass grafting and valve procedures more frequently (29.4% v. 15.9%; p = 0.02) than nonfrail patients. Postoperatively, frail patients had a longer median duration of stay in the cardiovascular intensive care unit (median difference 2.2, 95% CI 1.60-2.79) and hospital (median difference 9.3, 95% CI 8.2-10.3). Hospital mortality was 9.8% among frail patients and 1.0% among nonfrail patients (adjusted hazard ratio 3.84, 95% CI 0.90-16.34). INTERPRETATION: Preoperative frailty was present in 10% of patients and was associated with a higher risk of morbidity and greater health services use. Preoperative frailty has important implications for the postoperative clinical course and resource utilization of patients undergoing cardiac surgery.		2022-10-04 23:31:23	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	17	Cmaj Open		17	montgomery,carmel	Montgomery	Carmel
18	Integrated Care For Older Adults During The Covid-19 Pandemic In Belgium: Lessons Learned The Hard Way.	2021	18	10.1111/opn.12366	33570259		18	16	3	e12366	The corona pandemic challenges countries worldwide in many different ways. Due to its magnitude and impact on global health, this health crisis exposes several shortcomings in their health systems and emphasizes their shortcomings and deficiencies. These deficiencies have quickly affected the most frail citizens, such as older people. The first wave of the COVID19 pandemic in Belgium has quickly shown that nursing homes were not prepared for these kinds of crises. The nature, speed and extent gave rise to an accelerated and more extensive collaboration between various nursing homes and Ghent University Hospital. Before this crisis, the level of integrated care between nursing homes and hospitals was mostly limited. But setting up a strong collaboration model and integrated care between nursing homes and hospitals enables the nursing homes to manage this specific and complex care in their own environment. IMPLICATIONS FOR PRACTICE: This case study shows that integrated care is possible and that both the hospital and the nursing homes benefit from such a system. Investments in people, resources, training and guidance concerning transitional care and knowledge exchange between hospitals and nursing homes, are necessary to guarantee a more efficient and robust approach to (pandemic) crises in nursing homes.		2022-10-04 23:31:23	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	18	International Journal Of Older People Nursing	1	18	deschacht,martha	Deschacht	Martha
19	The Impact Of Frailty Screening Of Older Adults With Multidisciplinary Assessment Of Those At Risk During Emergency Hospital Attendance On The Quality, Safety And Cost-Effectiveness Of Care (Solar): A Randomised Controlled Trial.	2021	19	10.1186/s13063-021-05525-w	34465368		19	22	1	581	BACKGROUND: Older people account for 25% of all Emergency Department (ED) admissions. This is expected to rise with an ageing demographic. Older people often present to the ED with complex medical needs in the setting of multiple comorbidities. Comprehensive Geriatric Assessment (CGA) has been shown to improve outcomes in an inpatient setting but clear evidence of benefit in the ED setting has not been established. It is not feasible to offer this resource-intensive assessment to all older adults in a timely fashion. Screening tools for frailty have been used to identify those at most risk for adverse outcomes following ED visit. The overall aim of this study is to examine the impact of CGA on the quality, safety and cost-effectiveness of care in an undifferentiated population of frail older people with medical complaints who present to the ED and Acute Medical Assessment Unit. METHODS: This will be a parallel 1:1 allocation randomised control trial. All patients who are ≥ 75 years will be screened for frailty using the Identification of Seniors At Risk (ISAR) tool. Those with a score of ≥ 2 on the ISAR will be randomised. The treatment arm will undergo geriatric medicine team-led CGA in the ED or Acute Medical Assessment Unit whereas the non-treatment arm will undergo usual patient care. A dedicated multidisciplinary team of a specialist geriatric medicine doctor, senior physiotherapist, specialist nurse, pharmacist, senior occupational therapist and senior medical social worker will carry out the assessment, as well as interventions that arise from that assessment. Primary outcomes will be the length of stay in the ED or Acute Medical Assessment Unit. Secondary outcomes will include ED re-attendance, re-hospitalisation, functional decline, quality of life and mortality at 30 days and 180 days. These will be determined by telephone consultation and electronic records by a research nurse blinded to group allocation. ETHICS AND DISSEMINATION: Ethical approval was obtained from the Health Service Executive (HSE) Mid-Western Regional Hospital Research Ethics Committee (088/2020). Our lay dissemination strategy will be developed in collaboration with our Patient and Public Involvement stakeholder panel of older people at the Ageing Research Centre and we will present our findings in peer-reviewed journals and national and international conferences. TRIAL REGISTRATION: ClinicalTrials.gov NCT04629690 . Registered on November 16, 2020.		2022-10-04 23:31:23	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	19	Trials		19	leahy,aoife	Leahy	Aoife
20	Being Your Best: Protocol For A Feasibility Study Of A Codesigned Approach To Reduce Symptoms Of Frailty In People Aged 65 Years Or More After Transition From Hospital.	2021	21	10.1136/bmjopen-2020-043223	33674372		21	11	3	e043223	INTRODUCTION: The population is ageing, with increasing health and supportive care needs. For older people, complex chronic health conditions and frailty can lead to a cascade of repeated hospitalisations and further decline. Existing solutions are fragmented and not person centred. The proposed Being Your Best programme integrates care across hospital and community settings to address symptoms of frailty. METHODS AND ANALYSIS: A multicentre pragmatic mixed methods study aiming to recruit 80 community-dwelling patients aged ≥65 years recently discharged from hospital. Being Your Best is a codesigned 6-month programme that provides referral and linkage with existing services comprising four modules to prevent or mitigate symptoms of physical, nutritional, cognitive and social frailty. Feasibility will be assessed in terms of recruitment, acceptability of the intervention to participants and level of retention in the programme. Changes in frailty (Modified Reported Edmonton Frail Scale), cognition (Mini-Mental State Examination), functional ability (Barthel and Lawton), loneliness (University of California Los Angeles Loneliness Scale-3 items) and nutrition (Malnutrition Screening Tool) will also be measured at 6 and 12 months. ETHICS AND DISSEMINATION: The study has received approval from Monash Health Human Research Ethics Committee (RES-19-0000904L). Results will be disseminated through peer-reviewed journals, conference and seminar presentations. TRIAL REGISTRATION NUMBER: ACTRN12620000533998; Pre-results.		2022-10-04 23:31:23	2	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1	21	Bmj Open		21	lowthian,judy.a	Lowthian	Judy A
