PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Fournier, Anne; Anrys, Pauline; Beuscart, Jean-Baptiste; Dalleur, Olivia; Henrard, Severine; Foulon, Veerle; Spinewine, Anne				Beuscart, Jean-Baptiste/A-7265-2017	Beuscart, Jean-Baptiste/0000-0002-0734-8371; Henrard, Severine/0000-0002-0389-8093			Use and Deprescribing of Potentially Inappropriate Medications in Frail Nursing Home Residents								DRUGS & AGING				37	12			917	924		10.1007/s40266-020-00805-7		OCT 2020		DEC 2020	2020	Background The STOPPFrail criteria were developed to assist physicians in deprescribing medications among frail patients approaching end of life. We aimed to measure the prevalence of potentially inappropriate medications (PIMs) and to describe changes over time, using STOPPFrail, in frail nursing home residents (NHRs) with limited life expectancy included in a medication review trial. Methods We conducted a post-hoc analysis of the COME-ON study, a cluster-controlled trial that evaluated the effect of a complex intervention on appropriateness of prescribing in Belgian nursing homes. We identified NHRs eligible for the application of STOPPFrail based on functional status, comorbidities, level of care and survival. PIM use was measured at baseline and at 8 months. Changes over time were compared in the control group (CG) and intervention group (IG). Results At baseline, 308 NHRs met the STOPPFrail eligibility criteria, of whom 196 (64.1%) had one or more PIM. At 8 months, among the 218 NHRs who were alive, there was an absolute reduction in the prevalence of PIMs of 9.1% in the CG (p < 0.05) and 10.2% in the IG (p < 0.05). We found large reductions for some medications (e.g. proton pump inhibitors) but no reduction for others (e.g. calcium). The percentage of NHRs with one or more PIM discontinued without a new PIM initiated was higher in the IG than the CG but the difference was not significant (35.1% vs 23.6%,p = 0.127). Conclusion Among frail NHRs with poor survival prognosis, a significant and encouraging decrease in PIM prevalence over time was observed, probably facilitated by medication reviews. The overall prevalence of PIMs remained high, however.									0	0	0	0	0	0	0			1170-229X	1179-1969		WOS:000577057300001	33047252	
J	Thilo, Friederike J. S.; Schols, Jos M. G. A.; Halfens, Ruud J. G.; Linhart, Monika; Hahn, Sabine								Deciding about the use of a Personal Safety Alerting Device-The need for a legitimation process: A qualitative study								JOURNAL OF ADVANCED NURSING				77	1			331	342		10.1111/jan.14566		OCT 2020		JAN 2021	2021	Aims To explore reasons, thoughts, motives, and influencing factors regarding the use or non-use of Personal Safety Alerting Devices (PSADs) in the daily lives of community-dwelling older persons. Design A qualitative descriptive study design was used. Methods Six focus groups were conducted with a total of 32 older persons between February-August 2016. Data analysis followed the Qualitative Analysis Guide of Leuven. Results The participants described the use or non-use of PSADs as a decision resulting from a "legitimation process". This process implies that a person needs to perceive the necessity for a PSAD and then determine the right moment at which to start using it. During this process, each person weighs her or his "ageing self" and "perception of technology" then decides whether to start using a device or to delay its use. "Critical events" initiate this process, compelling the person to consider their own safety and their possible need for assistance. Conclusion The legitimation process suggests that the initiation of PSAD use represents a turning point in life. Using a PSAD is not simply a matter of obtaining one. It is a complex decision-making process establishing legitimation for its use, which is interwoven with one's individual ageing, self-perception, and the meaning attributed to the device. Impact Older persons need to be supported; in particular, they require time to go through the legitimation process for PSAD use. Nurses can empower them in this process, such that they perceive using a PSAD as a means to restore their frailty balance and feel enabled to (re)gain control over their own life and thus to preserve their independence.									0	0	0	0	0	0	0			0309-2402	1365-2648		WOS:000578746100001	33048381	
J	Upton, L.								What is the effect of age on wound healing in the acute trauma setting? A scoping review								WOUND PRACTICE AND RESEARCH				28	3			115	126		10.33235/wpr.28.3.115-126				SEP 2020	2020	The ability to heal an acute traumatic wound or wounds is a complex matrix of overlapping biological processes impacted by intrinsic and extrinsic human factors. As we age, the body's physiological resilience is compromised and homeostasis becomes difficult to maintain. This scoping review examines the influence of biological ageing and the impact of age-related concerns on wound healing, including frailty, malnutrition, pre-existing medical conditions and clinician practices. Frailty rather than age was seen to have a greater physiological impact on outcome, resilience and healing. Clinician support, education and engagement were fundamental to achieve acute wound healing in the aged population. With an increasing ageing population, specialised knowledge, guidelines and structures to support geriatric care are recommended for best clinical practice.									0	0	0	0	0	0	0			1837-6304	2202-9729		WOS:000607903300003		
J	Molina-Mula, Jesus; Miguelez-Chamorro, Angelica; Taltavull-Aparicio, Joana Maria; Miralles-Xamena, Jeronima; Ortego-Mate, Maria del Carmen					Carmen, Ortego/0000-0002-5687-5004; Miralles-Xamena, Jeronima/0000-0002-1052-1622; Molina-Mula, Jesus/0000-0002-5789-1313			Quality of Life and Dependence Degree of Chronic Patients in a Chronicity Care Model								HEALTHCARE				8	3					293	10.3390/healthcare8030293				SEP 2020	2020	Background: The complex chronic patient is a person with one or several long-term diseases, the clinical management of which are considered difficult and related to cognitive or functional impairment. The chronicity care model deeply affects the quality of life and degree of dependence. Objectives: The objective of this study was to analyse the perceived quality of life and dependence degree in complex chronic patients within a chronicity care model in the Autonomous Communities of Cantabria and the Balearic Islands (Spain). Design: This was a multicentred, transversal, descriptive, and observational study on a cohort of 206 chronic patients included in a chronicity care program. Methods: Patients' sociodemographic variables, integral valuation, nurse follow-up records, nursing outcomes classification (NOC)/nursing interventions classification (NIC), nurse diagnoses, and hospitalization data were analysed. A descriptive analysis of all data was carried out. The bivariate analysis assessed the relation between covariables and the overall scoring in European Quality of Life Scale (EuroQuol-5D), Barthel, Braden, and Chronic Patient eXperience Assessment Instrument (IEXPAC in the Spanish abbreviation). A multivariate linear regression analysis was conducted. Results: The mean age was 79.4 years (standard deviation (SD) = 9.12; range: 39-94). A percentage of 79.3% of the study population shows functional impairment in one or more activities of daily life. A percentage of 83.3% of patients showed a physical dependence. There is a significant relationship between the gender and kinship degree of the caregiver (chi(2) = 18.2; p = 0.001). An overall mean score of 55.38 points in EuroQuol-5D was obtained, along with a 36.87-point satisfaction with the care given in IEXPAC. The overall score correlated positively and significantly with Barthel, Braden, and IEXPAC. The dependence levels improved slightly in the observed patients, which was a very significant outcome in statistical terms (t = 2.08; p = 0.039). A percentage of 66% (R-2 = 0.66) of the score variability at the Barthel index could be predicted from Braden scale scoring. Conclusions: Dependence is not only affected by the related pathology, but also by the effect on mobility and daily-life activities, which cause a worse perception of the quality of life. The health-care model based on the case management nurse is having positive effects, especially on dependence and patients with ulcer issues.									0	0	0	0	0	0	0				2227-9032		WOS:000582171100001	32846995	
J	Klingshirn, Hanna; Mueller, Martin; Beutner, Katrin; Hirt, Julian; Strobl, Ralf; Grill, Eva; Meyer, Gabriele; Saal, Susanne				Mueller, Martin/AAH-1527-2019	Mueller, Martin/0000-0002-5575-442X			Implementation of a complex intervention to improve participation in older people with joint contractures living in nursing homes: a process evaluation of a cluster-randomised pilot trial								BMC GERIATRICS				20	1					270	10.1186/s12877-020-01655-z				AUG 5 2020	2020	BackgroundJoint contractures in frail older people are associated with serious restrictions in participation. We developed the Participation Enabling CAre in Nursing (PECAN) intervention, a complex intervention to enable nurses to promote participation in nursing home residents with joint contractures. The aim of this study was to examine the feasibility of the implementation strategy and to identify enablers and barriers for a successful implementation.MethodsThe implementation of PECAN was investigated in a 6-month pilot cluster-randomised controlled trial (c-RCT). As a key component of the implementation strategy, nominated nurses were trained as facilitators in a one-day workshop and supported by peer-mentoring (visit, telephone counselling). A mixed-methods approach was conducted in conjunction with the pilot trial and guided by a framework for process evaluations of c-RCTs. Data were collected using standardised questionnaires (nursing staff), documentation forms, problem-centred qualitative interviews (facilitators, therapists, social workers, relatives, peer-mentors), and a group discussion (facilitators). A set of predefined criteria on the nursing home level was examined. Quantitative data were analysed using descriptive statistics. Qualitative data were analysed using directed content analysis.ResultsSeven nursing homes (n =4 intervention groups, n =3 control groups) in two regions of Germany took part in the study. Facilitators responded well to the qualification measures (workshop participation: 14/14; workshop rating: "good"; peer-mentor visit participation: 10/14). The usage of peer-mentoring via telephone varied (one to seven contacts per nursing home). Our implementation strategy was not successful in connection with supplying the intervention to all the nurses. The clear commitment of the entire nursing home and the respect for the expertise of different healthcare professionals were emphasised as enablers, whereas a lack of impact on organisational conditions and routines and a lack of time and staff competence were mentioned as barriers.ConclusionThe PECAN intervention was delivered as planned to the facilitators but was unable to produce comprehensive changes in the nursing homes and subsequently for the residents. Strategies to systematically include the management and the nursing team from the beginning are needed to support the facilitators during implementation in the main trial.Trial registrationGerman clinical trials register, DRKS00010037. Registered 12 February 2016.									1	0	0	0	0	0	1				1471-2318		WOS:000561067200002	32758147	
J	Aldridge, Zena; Oliver, Emily; Gardener, Hannah; Dening, Karen Harrison					Aldridge, Zena/0000-0001-5982-8070			Admiral Nursing-A Model of Specialist Dementia Care in Acute Hospitals								SAGE OPEN NURSING				6						2377960820952677	10.1177/2377960820952677				AUG 2020	2020	Introduction: The rising prevalence of dementia has led to increased numbers of people with dementia being admitted to acute hospitals. This demand is set to continue due to an increasingly older population who are likely to have higher levels of dependency, dementia, and comorbidity. If admitted to the hospital, people with dementia are at higher risk of poor outcomes during and following a hospital admission. Yet, there remains a significant lack of specialist support within acute hospitals to support people with dementia, their families and hospital staff.Methods: Admiral Nurses are specialists that work with families affected by dementia and provide consultancy and support to health and social care colleagues to improve the delivery of evidenced based dementia care. Historically, Admiral Nurses have predominantly been based in community settings. In response to the increasing fragmentation of services across the dementia trajectory, the Admiral Nurse model is evolving and adapting to meet the complex needs of families impacted upon by dementia inclusive of acute hospital care.Results: The Admiral Nurse acute hospital model provides specialist interventions which improve staff confidence and competence and enables positive change by improving skills and knowledge in the provision of person-centred dementia care. The role has the capacity to address some of the barriers to delivering person centred dementia care in the acute hospital and contribute to improvements across the hospital both as a result of direct interventions or influencing the practice of others.Conclusion: Improving services for people with dementia and their families requires a whole system approach to enable care coordination and service integration, this must include acute hospital care. The increasing numbers of people with dementia in hospitals, and the detrimental effects of admission, make providing equitable, consistent, safe, quality care and support to people with dementia and their families a national priority requiring immediate investment. The inclusion of Admiral Nursing within acute hospital services supports service and quality improvement which positively impacts upon the experience and outcomes for families affected by dementia.									0	0	0	0	0	0	0			2377-9608			WOS:000567938000001	33415301	
J	Wankah, Paul; Guillette, Maxime; Lemaitre, Thomas; Belzile, Louise; Couturier, Yves								Challenges in measuring integrated care models: International knowledge and the case of Quebec								INTERNATIONAL JOURNAL OF CARE COORDINATION				23	2-3			75	91	2053434520945087	10.1177/2053434520945087		JUL 2020		SEP 2020	2020	Introduction: The implementation of integrated care models requires significant efforts, especially due to institutional and organisational inertial forces that characterize health and social care systems of developed countries. It is therefore crucial to deploy strategies that promote continuous adjustment to these barriers so as to improve the benefits of integrating care. Measuring the implementation and effects of integrated care models are key component of these strategies. However, measuring integrated care also faces major challenges. This study aims to identify and characterise integrated care measurement challenges.Methods: A review of reviews on the measurement of integrated care identified 12 papers. A thematic analysis was conducted to identify and categorize measurement challenges. Document analysis was done on the measurement of an integrated care model for older adults in Quebec.Results: Eight categories of measurement challenges were identified. These challenges include difficulties in measuring structures, processes, and effects of models; conceptual ambiguity and heterogeneity of organisational forms; involving multiple actors in the measurement strategy; and including multiple data sources, amongst others. These challenges revealed and explained potential gaps in the measurement of integrated care for older adults in Quebec. For instance, the Quebec measurement strategy did not include effects indicators.Conclusion: Although the measurement of integrated care is a complex endeavour, there is a need for adequate measurement strategies that allow to appreciate important elements of integrate care. The findings of this study could be used as a reflexive tool in advancing research and practice of measuring integrated care.									1	0	0	0	0	0	1			2053-4345	2053-4353		WOS:000558584500001		
J	Andersen, Helle Elisabeth; Hoeck, Bente; Nielsen, Dorthe Susanne; Ryg, Jesper; Delmar, Charlotte					Andersen, Helle Elisabeth/0000-0001-5011-2295; Ryg, Jesper/0000-0002-8641-3062; Nielsen, Dorthe/0000-0002-3954-7551			Caring responsibility from the perspectives of older persons whose adult children are their caregivers								INTERNATIONAL JOURNAL OF OLDER PEOPLE NURSING				15	4					e12335	10.1111/opn.12335		JUL 2020		DEC 2020	2020	Aim: To describe lifeworld insights into the phenomenon of caring responsibility from the perspectives of persons aged 80+ years living alone with chronic illness, physical frailty and dependency on adult children.Design: A phenomenological inquiry inspired by Reflective Lifeworld Research.Method: Semi-structured lifeworld interviews with 11 persons aged 80+ years were conducted following their discharge. The interviews lasted 35-83 min, were audio-recorded and transcribed verbatim. Both interviews and the analysis followed the epistemological and methodological principles of Reflective Lifeworld Research.Findings: We identified the essential meaning 'It means everything' and four constituents illuminating different aspects inherent in the complex phenomenon of caring responsibility; 'A life-constraining transition,' 'Trusting the children to fill the gaps and be the glue,' 'Tacit responsibility, agreement and acceptance' and 'Depending on the children and knowing they are burdened by you.'Conclusions: Caring responsibility is based on a trusting relationship and tacit agreements indicating an understanding of interdependence and acceptance of dependence on adult children. However, a paradox appears when older persons express a deep-rooted perception of autonomy and independence as they have difficulties with their growing dependency and feelings of being burdensome. Older persons try to balance the continuum of autonomy, their existential self-image and actual capability. The practical part of caring responsibility seems to dominate and strongly affect the parent-child relationship because the child needs to take care of practical issues related to healthcare management and instrumental activities of daily living, leaving less time for meaningful togetherness.Implications for practice: Older persons want their adult children to be involved and acknowledged when planning care and treatment because they often seem to serve as the 'glue' that makes it possible for the parent to remain in his/her own home.									0	0	0	0	0	0	0			1748-3735	1748-3743		WOS:000552464400001	32716593	
J	Vatnoy, Torunn Kitty; Sundlisaeter Skinner, Marianne; Karlsen, Tor-Ivar; Dale, Bjorg								Nursing competence in municipal in-patient acute care in Norway: a cross-sectional study								BMC NURSING				19	1					70	10.1186/s12912-020-00463-5				JUL 22 2020	2020	Background The primary health care services are becoming increasingly complex, which presents challenges for the municipal nursing services. In Norway, municipal in-patient acute care (MipAC) has been introduced in all municipalities, and the competence at the services has been questioned. Few studies have examined the nursing services in the units. This study aims to get an overview of the nursing competence in those units across geographical regions, and different groups of organisation and localisation. Methods A cross-sectional study was conducted, and an ad hoc questionnaire was distributed to first-line leaders in all the MipAC units in Norway. Data were collected in the period between 6 March 2019 to 6 June 2019. Measures to get an overview of the nursing competence were ratio of registered nurses (RNs) in staff, count of shifts with only one RN on duty and count of RNs with master's degrees/specialisation. Descriptive comparative statistics were used. Results Of all 226 first-line leaders invited to participate, 207 (91.6%) responded to the questionnaire. Overall a considerable variance across the sample was revealed. The median ratio of RNs in staff was 56 (IQR = 40-70), the count of shifts with only one RN on duty median 28 (IQR = 5-49), and the count of RNs with a master's degree or specialisation median 3 (IQR = 0-5). The regions of Northern and Central Norway, MipACs located in nursing home and MipACs organised at long-term care units, showed significantly lower nursing competence in staff compared to the remaining institution and organisations. Conclusion This study generates knowledge that can inform planning, priorities and interventions that may be initiated at all organisational and political levels concerning the MipAC services. An overall conclusion is that advanced nursing competence is lacking. The study also highlights the most urgent direction for improvements regarding nursing competence in the services. It seemed to be MipACs in Northern and Central Norway, and those located at nursing homes organised together with long-term care units, that needed improvements the most.									1	0	0	0	0	0	1			1472-6955			WOS:000555091300001		
J	Perez-Ros, Pilar; Vila-Candel, Rafael; Miguel Martinez-Arnau, Francisco				Candel, Rafael Vila/AAN-8401-2020; Martinez-Arnau, Francisco/F-3401-2013	Candel, Rafael Vila/0000-0002-3734-2480; Martinez-Arnau, Francisco/0000-0003-1949-3290			A home-based exercise program focused on proprioception to reduce falls in frail and pre-frail community-dwelling older adults								GERIATRIC NURSING				41	4			436	444		10.1016/j.gerinurse.2020.01.017				JUL-AUG 2020	2020	Frailty and falls are closely associated with each other as well as with disability, hospitalization, and death. Exercise can reduce these risks in both robust and frail older people. This before-after, non-randomized intervention study assessed a one-year proprioception training program with individual daily home exercises in 564 community-dwelling people aged 70 years and over, with different frailty phenotypes. After the exercise program, we observed a moderate reduction in the mean number of falls, fear of falls, body mass index and body fat percentage in frail and pre-frail participants. These results suggest that a home proprioception program may be a viable alternative to complex multicomponent exercise programs in settings where these are not feasible, since home proprioception can reach a larger population at a lower cost, and it affords clear benefits. (C) 2020 Elsevier Inc. All rights reserved.									3	0	0	0	2	0	3			0197-4572	1528-3984		WOS:000564572600013	32199736	
J	Aagaard, Karin; Melendez-Torres, G. J.; Overgaard, Charlotte				Overgaard, Charlotte/Q-2032-2019; Overgaard, Charlotte/D-8083-2011	Overgaard, Charlotte/0000-0002-3370-2338; Overgaard, Charlotte/0000-0002-3370-2338; Aagaard, Karin/0000-0003-1482-6498; Melendez-Torres, G.J./0000-0002-9823-4790			Improving oral health in nursing home residents: A process evaluation of a shared oral care intervention								JOURNAL OF CLINICAL NURSING				29	17-18			3392	3402		10.1111/jocn.15373		JUN 2020		SEP 2020	2020	Aims and objectives To evaluate the process of implementing an oral care intervention in nursing homes in a Danish municipality. Background Older people with aged natural dentition require preventive and curative oral health care. An intervention based on principles of situated learning was implemented to establish closer cooperation between dental and nursing staff in nursing homes, leading to improved oral hygiene in nursing home residents. Design An embedded multiple-case study combined with principles of realist evaluation unfolded in three phases: Formulation of initial programme theory, Testing and Refining the programme theory. The COREQ checklist is followed in reporting. Methods Observations, six group interviews and 22 face-to-face interviews with dentists, dental practitioners, nursing home managers, care professionals and residents were conducted in three nursing homes (n = 41). Results Three main outcomes of a programme theory were identified, relating to (a) residents, in the form of new oral care routines; (b) interdisciplinary working, in the form of professional pride in performing sufficient oral care; (c) organisational level changes, in the form of increased interdisciplinary knowledge sharing. The overarching supportive mechanisms were the creation of relationships between residents, dental practitioners and care professionals as well as nursing home management taking responsibility for structure, planning and knowledge sharing. Conclusion The situated learning perspective supported residents and care professionals' competencies in performing sufficient oral care. The shared oral care intervention supports an individual and multidisciplinary assessment of nursing home residents' ability to self-care concerning oral care. Contextual factors, supportive and restraining mechanisms influence the intervention's success. Relevance to clinical practice Understanding the complexity within interdisciplinary cooperation in primary nursing and unravelling the necessary properties to enhance nursing home residents' oral health care are areas of improvement for care service in nursing homes.									1	0	0	0	0	0	1			0962-1067	1365-2702		WOS:000542562300001	32533875	
